seguros_id,FECHAFK,RAMO,SEGMENTO_RAMO,COMPANIA_ORIGINA,COMPANIA,M_SINIESTROS_INCURRIDOS,M_PRIMAS_DEVENGADAS,M_PRIMAS_EMITIDAS,M_RESULTADO_TECNICO,M_GASTOS_ADMINISTRATIVOS_Y_DE
4315,20201001,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,34268.972,40538.555,47132.86,-598728.311,600564.499
4316,20201001,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1711.218,-9.082,2015.835,915898.334,54977.898
4317,20201001,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3470.195,-1603.334,0.0,-517083.539,6888.058
4318,20201001,Salud,Vida,ALLIANZ VIDA,ALLIANZ,25663.91,34551.627,36548.254,121692.058,376331.48
4319,20201001,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,3557.865,7201.427,8355.01,-184563.685,156658.325
4320,20201101,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,2642.785,5993.573,5109.552,17488.174,140959.628
4321,20201101,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,626.877,377.466,191.713,-384.916,82.215
4322,20201101,Salud,Vida,ALLIANZ VIDA,ALLIANZ,22835.264,34027.702,31533.606,259553.015,466542.869
4323,20201101,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,4553.192,7797.519,58000.0,3872527.935,10555.673
4324,20201101,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,31366.296,49712.932,96494.911,525379.506,682762.012
4325,20201101,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,660.036,1516.672,1660.04,-1160848.649,56482.305
4326,20201201,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,23512.402,47998.276,45837.048,1166973.3,657060.839
4327,20201201,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,117.408,478.652,554.011,125.635,92.701
4328,20201201,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,3150.867,2402.405,1923.611,-50047.007,-507531.397
4329,20201201,Salud,Vida,ALLIANZ VIDA,ALLIANZ,9685.357,34975.962,36759.303,1618725.171,403514.27
4330,20201201,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,6890.9,3618.907,0.0,-3902940.005,7153.555
4331,20201201,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,3667.87,6522.352,6600.122,-76847.089,171231.46
4332,20210101,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4206.318,6619.402,6026.401,-93016.509,17947.499
4333,20210101,Salud,Vida,ALLIANZ VIDA,ALLIANZ,24134.207,34520.962,34541.797,107061.509,412369.192
4334,20210101,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,345.478,587.314,1203.132,-97848.188,44556.228
4335,20210101,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,47.655,423.917,343.266,180.113,68.271
4336,20210101,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3875.849,-187.038,0.0,-411397.061,475.357
4337,20210101,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,32609.507,41964.557,42114.596,-477188.918,64798.105
4338,20210201,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,133.383,478.959,662.997,82.204,73.418
4339,20210201,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,8056.143,2073.38,0.0,-604459.388,9630.781
4340,20210201,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,3725.352,3131.917,1968.963,-172908.017,-35585.901
4341,20210201,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,38043.159,44201.739,39914.924,-700427.987,1145464.839
4342,20210201,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,2751.578,5759.181,4870.222,-21223.087,299539.715
4343,20210201,Salud,Vida,ALLIANZ VIDA,ALLIANZ,23359.682,32758.304,32412.741,91644.337,366428.27
4344,20210301,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3923.117,-1161.661,0.0,-521726.573,12484.549
4345,20210301,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,-390.671,493.344,550.47,637.272,68.433
4346,20210301,Salud,Vida,ALLIANZ VIDA,ALLIANZ,22288.736,35697.263,34484.928,-142233.99,413244.37
4347,20210301,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,30564.276,39275.188,42484.333,-307364.698,-1031377.4
4348,20210301,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,3867.529,5988.348,4615.49,-62945.71,103532.547
4349,20210301,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,875.564,-1742.108,2833.446,-152432.364,123220.644
4350,20210401,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,3201.91,7087.925,9939.871,-52636.71,-361739.293
4351,20210401,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,-216.61,489.25,599.528,462.414,84.834
4352,20210401,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1773.913,620.519,1486.907,-213984.65,65721.538
4353,20210401,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,33312.389,42635.228,49178.533,-735171.386,2391241.613
4354,20210401,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,4009.666,-1146.147,453.174,1331342.174,9019.668
4355,20210401,Salud,Vida,ALLIANZ VIDA,ALLIANZ,24534.999,35583.681,36699.052,519131.876,526262.19
4356,20210501,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,35519.923,42681.417,41927.81,-667526.777,596615.609
4357,20210501,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,5359.82,6238.737,4789.4,-240523.208,13419.605
4358,20210501,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3837.705,-1493.899,0.0,-2399042.624,-27592.88
4359,20210501,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,-418.546,365.516,141.218,662.326,61.435
4360,20210501,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1327.385,1583.214,1734.284,-73071.399,48357.537
4361,20210501,Salud,Vida,ALLIANZ VIDA,ALLIANZ,25413.559,35987.849,35262.908,122710.212,399354.141
4362,20210601,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,-225.968,518.059,200.596,636.249,137.825
4363,20210601,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,36844.656,44521.261,42040.273,-605389.369,711368.606
4364,20210601,Salud,Vida,ALLIANZ VIDA,ALLIANZ,23588.486,34839.821,35626.479,229300.855,481957.485
4365,20210601,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,7745.869,2564.675,0.0,-537077.186,50353.016
4366,20210601,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4637.295,5770.568,4400.794,-171736.332,788128.518
4367,20210601,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1083.754,828.137,1812.405,-187979.528,67605.045
4368,20210701,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3784.818,404.593,0.0,-346135.905,6483.673
4369,20210701,Salud,Vida,ALLIANZ VIDA,ALLIANZ,26221.759,35411.789,36356.671,106905.058,416490.884
4370,20210701,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,41236.696,43900.553,45963.546,-973623.307,617375.753
4371,20210701,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,130.17,557.229,991.31,97.864,90.193
4372,20210701,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,8654.51,6415.453,6745.778,-544601.4,-761453.177
4373,20210701,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,2354.801,1111.49,1869.787,-190513.756,52456.273
4374,20210801,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,139.873,572.183,742.175,121.316,76.327
4375,20210801,Salud,Vida,ALLIANZ VIDA,ALLIANZ,26670.512,36843.481,38094.145,-1023700.0798,-2981870.52085
4376,20210801,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1553.851,1599.084,2129.459,1077182.3716,-362173.82412
4377,20210801,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,41881.656,45402.318,46574.679,4411510.024270001,-4444501.865680001
4378,20210801,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3865.468,-41.778,0.0,3449609.644,-60165.48956
4379,20210801,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,9651.952,6429.348,5608.899,1168374.8437,-88133.11615999999
4380,20210901,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3888.846,-609.093,0.0,-4593.594810000002,78.89645000000007
4381,20210901,Salud,Vida,ALLIANZ VIDA,ALLIANZ,8855.999,36076.262,40074.152,16922.414670000002,4243.174480000004
4382,20210901,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,74.097,465.18,371.935,194.837,77.649
4383,20210901,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,898.111,1360.882,2285.951,-614.9786399999987,531.8954500000002
4384,20210901,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,20143.817,44285.4,51232.029,8772.368639999993,6282.98814
4385,20210901,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,6426.764,6992.169,8499.991,-3136.3100799999984,1351.3732100000009
4386,20211001,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,108.156,420.16,303.174,145.615,64.808
4387,20211001,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,5084.218,7746.781,9852.803,-1459.287330000002,1161.79867
4388,20211001,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,4532.395,-225.745,0.0,-4852.530809999995,75.11717999999993
4389,20211001,Salud,Vida,ALLIANZ VIDA,ALLIANZ,24773.668,36207.247,37472.674,2543.54516,5686.442759999998
4390,20211001,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,36002.236,45999.736,49536.471,-4525.651069999993,7408.637399999999
4391,20211001,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1503.799,1851.293,1907.822,-902.9924000000003,420.4699900000002
4392,20211101,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,4561.358,1282.289,0.0,-3288.9193700000046,47.98818000000005
4393,20211101,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,44848.854,45387.278,43324.131,-8480.771860000006,6582.410540000006
4394,20211101,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,7449.001,6855.092,6620.095,-3611.3023099999987,872.4295099999998
4395,20211101,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,2151.475,854.794,1934.156,-1773.3721500000004,326.4138700000001
4396,20211101,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,268.611,405.053,264.45,-21.759,152.297
4397,20211101,Salud,Vida,ALLIANZ VIDA,ALLIANZ,30418.409,35990.051,34505.429,214.58066999999807,5183.282399999998
4398,20211201,Salud,Vida,ALLIANZ VIDA,ALLIANZ,25470.141,37605.052,40335.753,-19.2431799999997,5528.37768
4399,20211201,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,87.723,467.076,369.359,203.792,164.528
4400,20211201,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,12236.155,8067.053,9356.855,-4059.3016799999996,2407.324829999998
4401,20211201,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,45415.107,48210.711,52166.022,-10908.135729999996,8959.11825
4402,20211201,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,6581.754,590.113,0.0,-6118.200479999997,77.99670999999996
4403,20211201,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1039.332,1481.416,2104.055,-915.1828300000001,780.8908899999997
4404,20181201,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,0.29,-0.01,1017.966,-187974.264,19557.639
4405,20181201,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,0.29,16.353,1058.252,-193346.385,2007.038
4406,20190101,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,0.152,0.678,394.393,-29924.474,32954.415
4407,20190101,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,0.152,1.641,401.343,-30399.398,33322.662
4408,20190201,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,0.091,-0.055,287.36,-32629.233,34759.317
4409,20190201,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,0.091,1.051,294.832,-33130.756,35365.286
4410,20190301,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,0.329,-8.229,393.18,-33111.57,34776.804
4411,20190301,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,0.02,1.278,343.821,-28920.398,31681.111
4412,20190301,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.309,-9.507,49.359,-4191.172,3095.693
4413,20190401,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.237,0.968,28.332,-1397.908,1370.655
4414,20190401,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,0.211,1.339,495.885,-32084.65,35870.581
4415,20190401,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,0.448,2.307,524.216,-33482.558,37241.237
4416,20190501,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,0.33,0.875,413.013,-42651.276,45399.178
4417,20190501,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.024,0.351,17.293,-1641.184,1377.312
4418,20190501,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,0.307,0.524,395.72,-41010.092,44021.867
4419,20190601,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,-0.038,3.375,543.057,-31859.175,36238.728
4420,20190601,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.166,-10.373,30.738,-2513.793,1387.898
4421,20190601,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,0.129,-6.998,573.795,-34372.969,37626.626
4422,20190701,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,14.151,25.219,569.204,-35926.465,39967.236
4423,20190701,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.261,16.454,25.796,300.42,1225.74
4424,20190701,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,14.412,41.673,595.0,-35626.044,41192.976
4425,20190801,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,25.976,52.879,453.457,-36419.502,40973.576
4426,20190801,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.225,1.285,34.381,-11893.728,2064.46
4427,20190801,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,26.201,54.165,487.838,239863.693,43038.035
4428,20190901,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,27.906,72.592,435.767,-37305.037,43693.638
4429,20190901,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,27.882,74.355,509.802,-344995.551,48223.879
4430,20190901,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,-0.024,1.764,74.036,-19513.591,4530.239
4431,20191001,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,64.193,71.774,608.527,272269.918,35391.172
4432,20191001,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,-0.254,7.106,113.469,-18452.982,5831.554
4433,20191001,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,63.939,78.88,721.997,-50465.035,41222.725
4434,20191101,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.065,4.497,137.579,-13193.387,5214.371
4435,20191101,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,33.307,96.477,838.992,-28992.167,-354691.944
4436,20191101,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,33.242,91.98,701.414,-320080.751,24550.861
4437,20191201,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,51.905,104.38,666.865,-39096.49,45100.096
4438,20191201,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,52.407,127.427,972.79,-45494.056,444478.191
4439,20191201,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.335,22.784,300.724,-6138.777,14577.537
4440,20191201,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,0.167,0.263,5.2,-258.789,343.381
4441,20200101,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.108,8.517,373.634,-21331.428,1218.668
4442,20200101,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,1.514,0.064,0.0,-14.499,0.0
4443,20200101,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,42.731,109.66,849.385,-38162.197,45277.332
4444,20200101,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,44.354,118.242,1223.02,-59638.615,57464.012
4445,20200201,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,56.65,107.894,1057.477,-77628.783,65677.441
4446,20200201,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,4.445,7.0,36.524,-8727.49,8758.047
4447,20200201,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,51.962,103.839,656.542,-29330.245,39681.066
4448,20200201,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.244,-2.944,364.412,-39701.539,28206.339
4449,20200301,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,53.713,236.955,984.131,-1212.005,6864.072
4450,20200301,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,53.33,266.933,449.246,37486.716,-18684.112
4451,20200301,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,0.223,6.911,36.034,-4445.192,5022.08
4452,20200301,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.16,-36.889,498.851,-34253.529,20526.106
4453,20200401,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,8.257,189.449,521.794,-48563.656,44980.14
4454,20200401,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,-0.297,18.299,407.887,-46530.553,33431.113
4455,20200401,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,0.381,6.821,35.505,-6789.425,7345.127
4456,20200401,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,8.173,164.33,78.402,4756.322,4203.898
4457,20200501,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,-1.559,96.279,486.935,-34377.39,-71950.882
4458,20200501,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,-15.461,40.914,130.682,-25310.517,10247.882
4459,20200501,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,-17.579,142.278,655.6,-67247.436,49311.877
4460,20200501,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,-0.559,5.084,37.983,-7559.529,8132.783
4461,20200601,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,11.283,-12.64,626.843,221825.516,34634.166
4462,20200601,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,2.213,10.006,43.3,-5952.583,6147.526
4463,20200601,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,9.07,-37.398,334.791,-37826.897,14865.833
4464,20200601,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.0,14.752,248.752,-26579.815,116502.903
4465,20200701,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.0,28.668,378.684,-82412.972,28000.66
4466,20200701,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,32.902,55.746,943.735,-404705.562,52839.155
4467,20200701,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,7.796,14.091,81.69,-13187.094,14150.538
4468,20200701,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,25.106,12.987,483.361,-16920.685,10687.956
4469,20200801,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,22.407,67.664,340.219,-45109.323,16268.626
4470,20200801,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,32.498,107.315,876.909,-88011.176,51304.618
4471,20200801,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.0,29.034,453.567,-36469.957,28070.228
4472,20200801,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,10.091,10.618,83.123,-6431.896,6965.764
4473,20200901,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.0,-2.275,574.5,-23994.82,19946.403
4474,20200901,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,61.111,10.717,850.792,41572.79,11023.423
4475,20200901,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,46.178,14.295,77.317,-17443.016,14231.066
4476,20200901,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,107.289,22.738,1502.61,134.955,45200.892
4477,20201001,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,62.002,85.135,1282.255,754.675,14792.144
4478,20201001,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.0,25.533,777.863,-10839.303,21143.748
4479,20201001,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,88.366,151.684,2664.625,-13034.641,47885.984
4480,20201001,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,26.364,41.016,604.509,-2950.012,11950.092
4481,20201101,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,134.569,345.147,1962.978,-4628.738,44588.565
4482,20201101,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.0,118.828,668.346,-5750.606,18385.337
4483,20201101,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,28.644,23.705,91.62,-11821.627,10021.08
4484,20201101,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,105.925,202.614,1203.01,12943.494,16182.149
4485,20201201,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,109.737,250.446,956.686,11351.549,12689.575
4486,20201201,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,103.965,356.981,2788.65,-3072.691,70560.92
4487,20201201,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.0,95.671,798.983,5913.929,35261.818
4488,20201201,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,-5.772,10.863,1032.982,-20338.168,22609.526
4489,20210101,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,11.902,-108.689,180.471,-21594.573,10737.314
4490,20210101,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,132.607,72.853,1412.5,-75150.999,53188.183
4491,20210101,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,120.705,195.507,672.762,-21618.998,14589.942
4492,20210201,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,22.432,33.751,143.654,-12568.965,-8299.317
4493,20210201,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,59.053,142.618,2074.944,-50819.318,58624.503
4494,20210201,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,36.62,87.833,982.184,-16013.417,19137.413
4495,20210301,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,3.533,202.708,2756.325,-32041.4,-94518.673
4496,20210301,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,-44.144,27.573,171.99,30222.855,33394.968
4497,20210301,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,47.679,122.401,1568.961,-1050.303,18249.839
4498,20210401,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,52.61,220.01,891.859,1758.837,13306.442
4499,20210401,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,115.932,330.647,2228.595,-46544.326,221697.054
4500,20210401,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,63.32,46.888,154.005,-51337.368,20658.45
4501,20210501,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,91.519,224.31,866.531,-1592.098,19077.527
4502,20210501,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,151.167,377.576,2538.208,-24726.374,67749.087
4503,20210501,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,59.649,18.012,168.193,-11472.023,8259.978
4504,20210601,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,69.129,136.949,2571.452,-52618.349,68158.449
4505,20210601,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,29.322,131.268,1157.829,-3996.86,17321.264
4506,20210601,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.332,-5.518,1164.458,108262.922,36215.339
4507,20210601,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,39.474,11.199,249.166,-15103.443,14621.846
4508,20210701,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,0.0,3.172,1471.556,-173372.09,41986.451
4509,20210701,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,58.367,175.321,1255.39,-9401.098,25962.63
4510,20210701,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,90.224,20.211,130.508,-24512.826,19249.265
4511,20210701,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,148.59,198.703,2857.455,-65505.045,87198.346
4512,20210801,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,81.803,11.472,237.708,105124.74056,-97491.11433
4513,20210801,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,250.971,147.106,1142.515,186649.34275,-233125.06754
4514,20210801,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,51.935,187.216,1514.608,51140.807890000004,-126130.38228
4515,20210801,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,384.709,345.794,2894.83,342914.8912,-456746.56415
4516,20210901,Salud,Vida,BMI COLOMBIA,BMI COLOMBIA,165.921,198.173,1590.123,-167.56618000000006,243.26740000000015
4517,20210901,Vida Individual,Vida,BMI COLOMBIA,BMI COLOMBIA,2.732,61.824,1425.116,-271.6067799999998,390.87435999999985
4518,20210901,Vida Grupo,Vida,BMI COLOMBIA,BMI COLOMBIA,76.554,-47.369,283.595,-384.86955000000006,188.79914000000014
4519,20210901,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,245.208,212.628,3298.834,-824.0425099999998,822.9409100000001
4520,20211001,Total ramos de personas,Vida,BMI COLOMBIA,BMI COLOMBIA,-89.923,400.431,3399.849,-361.20249000000024,832.5995899999998
