seguros_id,FECHAFK,RAMO,SEGMENTO_RAMO,COMPANIA_ORIGINA,COMPANIA,M_SINIESTROS_INCURRIDOS,M_PRIMAS_DEVENGADAS,M_PRIMAS_EMITIDAS,M_RESULTADO_TECNICO,M_GASTOS_ADMINISTRATIVOS_Y_DE
4100,20200901,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,1149.394,1674.247,1336.7,-34226.304,67688.182
4101,20200901,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,1069.377,2135.548,2186.364,-961.269,1846.664
4102,20200901,Salud,Vida,SBS SEGUROS,SBS SEGUROS,122.141,418.49,411.946,-19487.409,45882.39
4103,20201001,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,899.246,4476.962,9552.608,-14995.202,331588.722
4104,20201001,Salud,Vida,SBS SEGUROS,SBS SEGUROS,-45.557,420.511,433.762,3183.98,41786.343
4105,20201001,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,585.003,1651.205,5714.796,-7969.115,100445.031
4106,20201001,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,359.799,2405.246,3404.051,-102.101,1893.573
4107,20201101,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,397.365,2325.786,2253.872,-71.628,1739.796
4108,20201101,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,976.298,1636.467,1918.977,-30472.173,-382195.609
4109,20201101,Salud,Vida,SBS SEGUROS,SBS SEGUROS,109.522,385.236,367.176,-13202.234,38982.857
4110,20201101,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,1490.264,4347.489,4540.025,-51545.051,292305.235
4111,20201201,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,339.694,2511.624,2873.966,2298.063,-474.749
4112,20201201,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,28.025,13.889,13.889,-2112.467,652.192
4113,20201201,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,1208.997,3012.669,5811.918,-44438.253,670198.225
4114,20201201,Salud,Vida,SBS SEGUROS,SBS SEGUROS,367.907,386.024,1112.793,10383.832,-3119.605
4115,20201201,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,1944.622,5924.206,9812.566,193639.453,158717.478
4116,20210101,Salud,Vida,SBS SEGUROS,SBS SEGUROS,304.47,431.28,616.405,-18779.577,34574.931
4117,20210101,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,2096.235,2687.178,2430.947,-73392.868,113035.741
4118,20210101,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,34.239,40.516,40.516,-731.041,1075.084
4119,20210101,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,3301.797,5790.826,11009.159,-107910.611,299845.703
4120,20210101,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,866.853,2631.853,7921.29,-150.071,1511.599
4121,20210201,Salud,Vida,SBS SEGUROS,SBS SEGUROS,179.857,417.258,445.405,-2526.561,31117.806
4122,20210201,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,269.923,2403.364,2469.025,365.481,1611.775
4123,20210201,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,2778.167,5354.364,4435.02,-120540.367,301586.835
4124,20210201,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,27.026,22.309,22.309,-1454.685,1157.475
4125,20210201,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,2301.36,2511.432,1498.283,71127.867,108134.084
4126,20210301,Salud,Vida,SBS SEGUROS,SBS SEGUROS,326.387,445.883,621.142,-21583.211,-55644.711
4127,20210301,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,21.847,20.792,20.792,-950.211,798.213
4128,20210301,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,3283.418,6242.136,3574.661,-95981.121,322595.706
4129,20210301,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,396.569,2642.644,214.128,306.453,1578.349
4130,20210301,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,2538.616,3132.818,2718.597,-328328.08,129175.116
4131,20210401,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,475.86,2649.145,2751.837,-463.39,2099.864
4132,20210401,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,22.914,19.795,19.795,-483.124,126.594
4133,20210401,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,1076.522,6451.677,6466.711,119275.045,331599.737
4134,20210401,Salud,Vida,SBS SEGUROS,SBS SEGUROS,82.011,386.02,582.326,26506.072,98374.956
4135,20210401,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,495.738,3396.716,3112.754,139591.067,113543.943
4136,20210501,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,1098.676,2696.933,2602.454,-602.389,1837.569
4137,20210501,Salud,Vida,SBS SEGUROS,SBS SEGUROS,279.132,425.2,529.735,4314.491,13299.681
4138,20210501,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,3683.718,6170.134,5727.523,-166272.687,346381.004
4139,20210501,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,22.776,17.943,17.943,-1139.027,614.561
4140,20210501,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,2283.133,3030.058,2577.391,-109209.239,148709.901
4141,20210601,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,850.055,2209.645,2593.383,-692.491,2098.492
4142,20210601,Salud,Vida,SBS SEGUROS,SBS SEGUROS,245.519,400.07,524.192,-5637.55,24958.792
4143,20210601,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,22.981,17.852,17.852,-1544.829,991.405
4144,20210601,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,3608.035,2585.674,2814.818,-234228.153,140523.753
4145,20210601,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,4726.59,5213.24,5950.245,-310659.602,376323.138
4146,20210701,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,23.011,18.263,18.263,-1242.325,725.252
4147,20210701,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,5465.98,2809.894,2620.301,440442.914,-665974.934
4148,20210701,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,5886.217,5804.603,5915.444,-399745.642,349186.252
4149,20210701,Salud,Vida,SBS SEGUROS,SBS SEGUROS,127.124,397.556,571.632,-13728.709,45214.578
4150,20210701,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,270.101,2578.889,2705.248,207.509,1848.929
4151,20210801,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,24.941,17.679,17.679,7454.50525,-5426.1575
4152,20210801,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,540.685,2395.805,2505.585,239.862,1481.401
4153,20210801,Salud,Vida,SBS SEGUROS,SBS SEGUROS,443.843,399.839,526.968,30754.60425,-189596.55516999998
4154,20210801,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,3978.483,5808.089,6057.978,1069358.67503,-2301053.0662
4155,20210801,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,2969.015,2994.767,3007.746,83080.39569,-77112.17725
4156,20210901,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,272.183,2621.625,2755.216,194.849,1833.117
4157,20210901,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,2034.673,3278.702,3087.268,-504.9002799999993,1515.1042599999998
4158,20210901,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,23.234,17.206,17.225,-14.681820000000007,8.117949999999997
4159,20210901,Salud,Vida,SBS SEGUROS,SBS SEGUROS,92.03,398.471,506.236,57.66421999999997,277.89608999999984
4160,20210901,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,2422.12,6316.004,6365.945,-267.0691600000001,3634.2357399999983
4161,20211001,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,2033.141,3473.662,9593.593,-546.6457100000009,1903.300370000001
4162,20211001,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,255.173,2675.387,3361.375,337.159,1842.199
4163,20211001,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,2455.234,6561.279,13554.33,-230.54112999999896,4057.866200000003
4164,20211001,Salud,Vida,SBS SEGUROS,SBS SEGUROS,142.034,394.713,581.841,-5.009780000000028,303.99452
4165,20211001,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,24.885,17.516,17.52,-16.045299999999987,8.372960000000006
4166,20211101,Salud,Vida,SBS SEGUROS,SBS SEGUROS,106.463,386.284,527.546,-88.4768999999999,432.06083999999987
4167,20211101,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,1094.828,2791.551,3182.979,-305.31391999999994,1560.0211799999997
4168,20211101,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,262.93,2692.403,2975.584,53.537,2175.361
4169,20211101,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,1487.878,5887.506,6703.384,-356.57198000000045,4176.893689999998
4170,20211101,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,23.659,17.268,17.275,-16.318390000000015,9.450099999999992
4171,20211201,Salud,Vida,SBS SEGUROS,SBS SEGUROS,-364.294,371.454,487.134,524.34394,257.9320100000002
4172,20211201,Exequias,Vida,SBS SEGUROS,SBS SEGUROS,23.917,16.731,16.732,-15.723079999999987,8.13323000000001
4173,20211201,Accidentes personales,Vida,SBS SEGUROS,SBS SEGUROS,-358.692,2597.779,3090.3,874.197,1747.822
4174,20211201,Total ramos de personas,Vida,SBS SEGUROS,SBS SEGUROS,747.387,6706.938,15838.908,1493.446,3884.2043200000003
4175,20211201,Vida Grupo,Vida,SBS SEGUROS,SBS SEGUROS,1446.455,3720.973,12244.744,110.62898000000045,1870.3169999999982
4176,20181101,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,546.212,870.704,1468.625,-89000.197,651202.601
4177,20181101,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,32069.854,42891.832,39990.454,5879497.376,86888.981
4178,20181101,Salud,Vida,ALLIANZ VIDA,ALLIANZ,22198.848,30310.589,28528.048,123899.47,-3890888.112
4179,20181101,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,5194.436,11604.393,9678.625,19914.008,-4705481.546
4180,20181101,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3804.621,-406.181,41.652,-442180.938,19260.643
4181,20181101,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,325.737,512.326,273.504,5023.799,7169.69
4182,20181201,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1325.907,-45839.362,1569.312,-4763263.579,45536.485
4183,20181201,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,35137.19,3784.734,44075.937,-459449.382,86378.985
4184,20181201,Salud,Vida,ALLIANZ VIDA,ALLIANZ,21208.778,30062.008,31546.314,133705.716,4601085.301
4185,20181201,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,6426.482,6967.197,0.0,33422.519,-229760.356
4186,20181201,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,5848.613,11928.261,10417.419,-6796.758,5574802.166
4187,20181201,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,327.41,666.631,542.893,8438.278,9059.525
4188,20190101,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1142.812,1708.399,1222.172,-53055.082,48654.362
4189,20190101,Salud,Vida,ALLIANZ VIDA,ALLIANZ,21901.97,30270.04,29385.273,230686.343,315131.573
4190,20190101,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,158.597,680.506,666.902,1458.485,18398.475
4191,20190101,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,5315.183,11260.346,10150.95,16746.506,34961.294
4192,20190101,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,32089.926,43078.785,41425.298,-247935.138,737629.733
4193,20190101,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3571.365,-840.506,0.0,-456897.755,5832.383
4194,20190201,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,5059.233,9946.534,8536.87,-187003.227,752663.999
4195,20190201,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,33034.286,39042.695,40677.554,-1303199.384,1207350.052
4196,20190201,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3551.516,-1401.765,0.0,-855679.266,364512.119
4197,20190201,Salud,Vida,ALLIANZ VIDA,ALLIANZ,23645.684,29583.466,29318.404,-60621.69,279050.528
4198,20190201,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,165.585,792.692,1168.177,24589.774,17669.123
4199,20190201,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,612.267,121.767,1654.104,-211358.61,108105.929
4200,20190301,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,323.248,629.319,677.941,-18084.891,24808.108
4201,20190301,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1915.635,491.129,1826.899,-177374.704,83640.565
4202,20190301,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,31953.879,40244.813,38399.86,-552265.977,703240.882
4203,20190301,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3504.274,-440.672,0.0,-262543.07,-346801.476
4204,20190301,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,3829.031,8273.328,6150.801,-133777.777,368564.139
4205,20190301,Salud,Vida,ALLIANZ VIDA,ALLIANZ,22381.692,31291.71,29744.219,39514.465,361142.312
4206,20190401,Salud,Vida,ALLIANZ VIDA,ALLIANZ,23371.864,30970.397,34301.142,-217889.645,490830.069
4207,20190401,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,33319.085,41976.434,47686.373,-572773.686,625787.376
4208,20190401,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,5134.142,10379.195,10629.155,117556.676,141567.369
4209,20190401,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3508.789,-845.517,433.137,1375217.05,-1201.862
4210,20190401,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1102.972,855.862,1662.055,-58396.817,-8671.531
4211,20190401,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,201.316,616.497,660.884,9866.419,14080.089
4212,20190501,Salud,Vida,ALLIANZ VIDA,ALLIANZ,25353.167,31606.226,32470.324,-165831.078,399178.126
4213,20190501,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3491.362,-601.68,0.0,-2199698.736,187816.738
4214,20190501,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,35319.919,41379.565,42948.116,-715755.029,655412.628
4215,20190501,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4784.346,9570.629,8277.709,28984.976,214561.788
4216,20190501,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1236.629,169.715,1639.1,-175088.251,49635.976
4217,20190501,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,454.415,634.675,560.983,-3249.308,5290.477
4218,20190601,Salud,Vida,ALLIANZ VIDA,ALLIANZ,20730.735,31215.953,31447.47,321648.428,366867.376
4219,20190601,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,34094.974,45606.042,40530.505,-109021.007,-3474730.468
4220,20190601,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,285.0,510.547,294.283,13530.843,-179.955
4221,20190601,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1386.301,2189.103,1654.319,-44788.754,62486.647
4222,20190601,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4692.653,8686.718,7134.433,17485.192,170638.359
4223,20190601,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,7000.285,3003.721,0.0,-416896.717,17668.93
4224,20190701,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,399.683,838.438,1217.482,-178.017,13826.407
4225,20190701,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,708.796,702.582,1860.837,-113106.555,44549.348
4226,20190701,Salud,Vida,ALLIANZ VIDA,ALLIANZ,24821.217,32422.217,33489.096,5514.939,-1953069.687
4227,20190701,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4931.447,9941.988,9388.999,3076.629,235111.8
4228,20190701,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3616.394,-252.864,0.0,-423398.032,34261.477
4229,20190701,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,34776.291,43652.361,45956.415,-557966.494,4799063.844
4230,20190801,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4946.39,8923.87,8166.502,118121.556,253355.608
4231,20190801,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,34113.789,41421.812,44326.385,-685841.743,772085.791
4232,20190801,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,193.643,699.385,669.789,19392.854,11122.509
4233,20190801,Salud,Vida,ALLIANZ VIDA,ALLIANZ,24631.133,32231.251,33633.175,-42778.773,2754728.304
4234,20190801,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3450.291,-744.991,0.0,-444233.73,22700.8
4235,20190801,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,892.333,312.297,1856.92,-167058.429,-343326.042
4236,20190901,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,216.796,590.23,462.215,15383.342,11019.238
4237,20190901,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4344.169,10966.506,9580.099,11223.476,-1934333.834
4238,20190901,Salud,Vida,ALLIANZ VIDA,ALLIANZ,24649.19,33087.078,39754.474,-27904.86,377811.03
4239,20190901,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,33919.556,44654.905,51952.467,-407558.437,667432.435
4240,20190901,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1221.148,832.517,2155.678,888348.104,460489.407
4241,20190901,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3488.253,-821.426,0.0,-456981.839,24309.182
4242,20191001,Salud,Vida,ALLIANZ VIDA,ALLIANZ,27653.52,33421.82,34557.961,-268911.454,434994.885
4243,20191001,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,36951.353,43186.401,46685.872,-834996.801,789359.668
4244,20191001,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,356.715,657.258,512.886,2541.062,13201.201
4245,20191001,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3551.911,-520.997,0.0,-426202.323,-276477.957
4246,20191001,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4643.9,7963.389,9780.283,-136731.259,2398586.932
4247,20191001,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,745.305,1664.932,1834.742,-1012604.71,59286.297
4248,20191101,Salud,Vida,ALLIANZ VIDA,ALLIANZ,22868.284,32761.881,31420.642,63267.811,481962.593
4249,20191101,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,54.583,593.788,375.493,26843.459,15482.689
4250,20191101,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,32986.426,42389.149,42533.357,-628030.509,864327.762
4251,20191101,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3855.806,-257.105,263.168,-499398.823,378621.067
4252,20191101,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1783.861,414.274,1675.954,-171354.069,32213.984
4253,20191101,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4423.893,8876.31,8798.102,-47388.887,249630.435
4254,20191201,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,222.478,710.063,714.029,18374.733,16616.482
4255,20191201,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,6395.838,4744.723,412.39,-184049.125,-368319.444
4256,20191201,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1101.056,2506.541,1623.425,33079.71,32371.303
4257,20191201,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,35538.84,49891.059,45447.255,-14991.247,659525.028
4258,20191201,Salud,Vida,ALLIANZ VIDA,ALLIANZ,23223.71,33235.192,34810.07,125653.633,366347.917
4259,20191201,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4595.758,8694.54,7887.341,-29183.268,226211.159
4260,20200101,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1185.06,470.0,1343.751,-189485.651,48700.389
4261,20200101,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3532.331,-647.774,0.0,-426676.363,7001.973
4262,20200101,Salud,Vida,ALLIANZ VIDA,ALLIANZ,25884.399,32795.896,32806.413,24314.098,372887.266
4263,20200101,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,35077.504,42064.652,42804.946,-508806.507,666878.154
4264,20200101,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,79.377,1049.277,723.601,66872.959,8448.931
4265,20200101,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4396.337,8397.252,7931.182,16168.451,229839.595
4266,20200201,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,195.107,352.934,823.51,-22674.848,16329.68
4267,20200201,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4313.078,8127.2,7264.356,30066.921,204033.23
4268,20200201,Salud,Vida,ALLIANZ VIDA,ALLIANZ,25433.823,32632.331,31590.45,21744.375,353516.363
4269,20200201,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3564.67,-138.077,434.248,-380130.412,7586.28
4270,20200201,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,2117.191,585.148,1770.503,-181714.96,-47564.805
4271,20200201,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,35623.87,41559.535,41883.068,-532708.924,646323.564
4272,20200301,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,6717.124,8347.619,6501.626,-216738.604,191127.877
4273,20200301,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,214.944,582.314,469.217,13457.923,8883.807
4274,20200301,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3464.874,-209.263,0.0,688357.304,6010.719
4275,20200301,Salud,Vida,ALLIANZ VIDA,ALLIANZ,26184.54,33751.969,33802.617,-24495.752,385930.156
4276,20200301,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,37141.157,40804.144,43193.062,-951280.263,643252.896
4277,20200301,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,559.677,-1668.496,2419.601,-345815.896,163723.153
4278,20200401,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,30626.607,42989.495,46574.405,-297011.499,638920.9
4279,20200401,Salud,Vida,ALLIANZ VIDA,ALLIANZ,22760.142,33633.534,34370.115,111953.988,398891.929
4280,20200401,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3499.063,-1278.143,0.0,-1553425.766,7877.145
4281,20200401,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,-105.246,1543.692,1406.723,63885.793,52724.73
4282,20200401,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4322.253,8604.64,10244.788,4143.749,169644.091
4283,20200401,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,150.395,485.773,552.78,10385.498,9783.005
4284,20200501,Salud,Vida,ALLIANZ VIDA,ALLIANZ,24097.912,32409.489,32116.001,64027.156,325182.593
4285,20200501,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4025.718,7284.485,5682.981,4401.72,151397.768
4286,20200501,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,32259.387,41609.813,39244.619,-274999.691,533384.327
4287,20200501,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,518.969,2060.216,1201.369,57115.342,42579.526
4288,20200501,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3502.075,-565.881,0.0,-416902.762,7316.457
4289,20200501,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,90.412,421.504,244.268,18788.853,6907.983
4290,20200601,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,7012.91,2701.554,0.0,-440316.38,9710.1
4291,20200601,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,1061.825,729.631,1472.253,-137324.394,59556.894
4292,20200601,Salud,Vida,ALLIANZ VIDA,ALLIANZ,23245.33,32470.998,33082.097,168602.743,-1614462.114
4293,20200601,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,2577.631,6515.966,5005.743,152032.815,-835535.63
4294,20200601,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,223.608,436.483,269.893,-85918.988,-49771.528
4295,20200601,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,34135.763,42854.631,39829.986,-343466.255,619181.808
4296,20200701,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,28324.341,43456.297,48086.455,37096.726,661407.433
4297,20200701,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3288.38,-890.706,0.0,-426373.863,5164.059
4298,20200701,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,-21.755,587.179,939.398,343.124,59.674
4299,20200701,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,655.821,1042.782,1839.927,-81104.762,46836.81
4300,20200701,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4129.986,9254.115,9718.031,1972.146,18225.552
4301,20200701,Salud,Vida,ALLIANZ VIDA,ALLIANZ,20271.909,33462.926,35589.1,-287635.313,2418699.444
4302,20200801,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,938.015,929.205,1992.487,-134321.269,64325.037
4303,20200801,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3469.233,-93.714,1082.49,-367944.783,11650.089
4304,20200801,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,3432.852,6340.097,5357.02,-27360.804,1322493.246
4305,20200801,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,8.819,495.68,507.558,243.23,115.89
4306,20200801,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,31726.701,41990.279,43664.433,2551461.568,619717.162
4307,20200801,Salud,Vida,ALLIANZ VIDA,ALLIANZ,23863.324,34319.012,34724.876,887379.249,368252.169
4308,20200901,Vida Grupo,Vida,ALLIANZ VIDA,ALLIANZ,4324.977,6323.092,7177.066,16353.189,119199.939
4309,20200901,Pensiones con Conmutación Pensional,Vida,ALLIANZ VIDA,ALLIANZ,3445.674,-764.442,0.0,-428200.123,-133.477
4310,20200901,Salud,Vida,ALLIANZ VIDA,ALLIANZ,23542.657,34182.74,41031.234,62125.879,386380.042
4311,20200901,Total ramos de personas,Vida,ALLIANZ VIDA,ALLIANZ,31958.419,40614.864,50549.784,-3493986.502,538207.599
4312,20200901,Vida Individual,Vida,ALLIANZ VIDA,ALLIANZ,401.458,540.522,2146.603,-94408.48,28903.107
4313,20200901,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,221.153,332.951,194.881,4.704,38.579
4314,20201001,Accidentes personales,Vida,ALLIANZ VIDA,ALLIANZ,-364.215,397.916,213.762,631.683,57.088
