covid_id,Departamento,Cantidad Casos,FECHAFK,Estado
703,BARRANQUILLA,54,20200924,Leve
704,QUINDIO,1,20200605,Fallecido
705,CHOCO,68,20200810,Leve
706,VICHADA,1,20220207,Moderado
707,BOLIVAR,90,20200812,Leve
708,SUCRE,24,20210218,Leve
709,VICHADA,1,20210311,Leve
710,CASANARE,176,20210502,Leve
711,NARIÑO,1,20210302,Fallecido
712,NORTE SANTANDER,1,20200823,
713,ARAUCA,15,20210517,Leve
714,MAGDALENA,1,20210315,
715,TOLIMA,101,20210529,Leve
716,SUCRE,137,20200826,Leve
717,STA MARTA D.E.,1,20200416,Fallecido
718,CESAR,228,20220109,Leve
719,QUINDIO,141,20201210,Leve
720,CESAR,1,20210311,Fallecido
721,CAUCA,1,20210720,leve
722,CASANARE,9,20200801,Leve
723,HUILA,13,20211008,Leve
724,QUINDIO,2,20200523,Leve
725,ANTIOQUIA,5,20210602,
726,CORDOBA,85,20201005,Leve
727,SANTANDER,2,20211018,Fallecido
728,CALDAS,1,20201004,
729,BARRANQUILLA,3,20200903,Fallecido
730,CARTAGENA,163,20200630,Leve
731,MAGDALENA,1,20200816,
732,CARTAGENA,334,20210423,Leve
733,SAN ANDRES,1,20210702,Fallecido
734,GUAJIRA,68,20210724,Leve
735,BOGOTA,"4,102",20210718,Leve
736,ATLANTICO,2,20201104,Fallecido
737,NORTE SANTANDER,272,20210102,Leve
738,TOLIMA,1,20210907,
739,CUNDINAMARCA,4,20220217,Grave
740,CHOCO,1,20210507,Fallecido
741,BARRANQUILLA,219,20201031,Leve
742,CASANARE,29,20200904,Leve
743,HUILA,2,20200615,Leve
744,STA MARTA D.E.,13,20200816,Fallecido
745,SANTANDER,1,20200316,Leve
746,CESAR,15,20211013,Leve
747,STA MARTA D.E.,5,20210409,
748,BARRANQUILLA,163,20201030,Leve
749,NARIÑO,4,20210531,
750,QUINDIO,1,20210131,Fallecido
751,NARIÑO,1,20210820,
752,SAN ANDRES,2,20210729,Leve
753,NARIÑO,445,20210530,Leve
754,CASANARE,4,20210926,Leve
755,BOGOTA,2,20220109,Grave
756,BARRANQUILLA,184,20210903,Leve
757,META,19,20210901,Leve
758,STA MARTA D.E.,2,20211221,Fallecido
759,NARIÑO,3,20210720,Fallecido
760,PUTUMAYO,121,20200825,Leve
761,VALLE,8,20210708,
762,HUILA,1,20210929,Leve
763,CAUCA,3,20210209,Fallecido
764,ANTIOQUIA,734,20210314,Leve
765,ANTIOQUIA,"1,049",20220202,Leve
766,SAN ANDRES,1,20210401,Fallecido
767,PUTUMAYO,15,20201201,Leve
768,BOLIVAR,1,20201203,Fallecido
769,RISARALDA,9,20210625,Fallecido
770,QUINDIO,194,20201209,Leve
771,NARIÑO,93,20201025,Leve
772,VALLE,"1,031",20201124,Leve
773,GUAVIARE,1,20201213,Leve
774,PUTUMAYO,53,20220128,Leve
775,CUNDINAMARCA,5,20210101,
776,VICHADA,10,20210810,Leve
777,ANTIOQUIA,"3,547",20210621,Leve
778,ANTIOQUIA,"1,268",20210729,Leve
779,META,2,20220130,Fallecido
780,NORTE SANTANDER,2,20220220,Fallecido
781,RISARALDA,4,20201007,Fallecido
782,PUTUMAYO,2,20201231,Fallecido
783,CAUCA,2,20200812,
784,MAGDALENA,1,20201123,leve
785,CALDAS,1,20210716,
786,NORTE SANTANDER,161,20210728,Leve
787,NARIÑO,1,20210608,
788,CUNDINAMARCA,22,20210111,Fallecido
789,CASANARE,1,20210406,Fallecido
790,BOGOTA,73,20200421,Leve
791,GUAJIRA,85,20200719,Leve
792,BARRANQUILLA,5,20211014,Fallecido
793,BOYACA,1,20200917,Fallecido
794,CUNDINAMARCA,1,20201102,
795,STA MARTA D.E.,2,20200420,Leve
796,BOGOTA,4,20210319,leve
797,NORTE SANTANDER,140,20210804,Leve
798,CALDAS,382,20201221,Leve
799,ANTIOQUIA,4,20211008,Fallecido
800,BOYACA,89,20201210,Leve
801,NORTE SANTANDER,5,20210122,Fallecido
802,ANTIOQUIA,757,20210204,Leve
803,CAUCA,3,20200717,
804,VICHADA,2,20201205,Leve
805,SUCRE,109,20200701,Leve
806,SANTANDER,6,20201123,Fallecido
807,CUNDINAMARCA,30,20210107,Fallecido
808,ATLANTICO,150,20210124,Leve
809,MAGDALENA,81,20210221,Leve
810,META,3,20201209,Fallecido
811,GUAJIRA,327,20210424,Leve
812,META,3,20200505,
813,VALLE,"1,259",20210603,Leve
814,META,1,20200506,
815,QUINDIO,1,20210107,
816,STA MARTA D.E.,61,20211125,Leve
817,TOLIMA,137,20201023,Leve
818,CAQUETA,7,20210403,Leve
819,AMAZONAS,9,20211221,Leve
820,VALLE,18,20210527,
821,STA MARTA D.E.,5,20210614,Fallecido
822,CAUCA,9,20210612,Fallecido
823,ATLANTICO,2,20210302,Fallecido
824,STA MARTA D.E.,13,20200514,Leve
825,NARIÑO,70,20201002,Leve
826,SANTANDER,1,20220114,Moderado
827,META,2,20201025,Fallecido
828,CAUCA,109,20210102,Leve
829,PUTUMAYO,18,20210317,Leve
830,SANTANDER,1,20211226,Fallecido
831,CESAR,41,20211026,Leve
832,CORDOBA,1,20201002,
833,GUAJIRA,28,20210710,Leve
834,MAGDALENA,34,20210824,Leve
835,STA MARTA D.E.,278,20200805,Leve
836,CAUCA,51,20200719,Leve
837,SANTANDER,264,20210103,Leve
838,CESAR,780,20210601,Leve
839,BOLIVAR,9,20200613,Leve
840,META,22,20200821,Fallecido
841,GUAVIARE,1,20210815,Leve
842,BOLIVAR,23,20211109,Leve
843,NORTE SANTANDER,126,20210127,Leve
844,RISARALDA,351,20200822,Leve
845,SAN ANDRES,1,20210527,
846,HUILA,68,20210401,Leve
847,TOLIMA,162,20210522,Leve
848,SANTANDER,46,20200820,Fallecido
849,SANTANDER,1,20211116,Fallecido
850,GUAJIRA,1,20200508,Fallecido
851,NORTE SANTANDER,2,20200527,Leve
852,STA MARTA D.E.,39,20200905,Leve
853,CESAR,6,20210412,Fallecido
854,NORTE SANTANDER,82,20201017,Leve
855,HUILA,2,20200908,
856,SANTANDER,35,20210628,Fallecido
857,NORTE SANTANDER,120,20220217,Leve
858,CESAR,1,20211014,
859,CAQUETA,17,20210508,Leve
860,ANTIOQUIA,26,20220122,Moderado
861,CAUCA,5,20220128,Fallecido
862,CAUCA,9,20211029,Leve
863,META,136,20201220,Leve
864,CAUCA,149,20210621,Leve
865,VAUPES,1,20200912,Fallecido
866,BOYACA,6,20210924,leve
867,ATLANTICO,106,20210213,Leve
868,ANTIOQUIA,1,20201205,
869,ATLANTICO,246,20210318,Leve
870,META,1,20201220,
871,VALLE,27,20210326,Fallecido
872,CUNDINAMARCA,4,20210811,Fallecido
873,BOLIVAR,2,20210501,Fallecido
874,ANTIOQUIA,3,20220108,
875,NARIÑO,1,20211222,Fallecido
876,CASANARE,1,20201024,Fallecido
877,BOGOTA,5,20210630,leve
878,STA MARTA D.E.,124,20210220,Leve
879,CAQUETA,79,20210127,Leve
880,SANTANDER,1,20210910,Fallecido
881,VALLE,693,20200927,Leve
882,CASANARE,12,20220214,Leve
883,NORTE SANTANDER,2,20210202,Fallecido
884,ANTIOQUIA,467,20210305,Leve
885,CAQUETA,16,20210617,Fallecido
886,MAGDALENA,2,20200515,Fallecido
887,TOLIMA,2,20210420,
888,HUILA,1,20200627,Leve
889,CALDAS,7,20220119,Fallecido
890,GUAJIRA,62,20210323,Leve
891,VALLE,533,20210321,Leve
892,GUAVIARE,2,20210221,Leve
893,BARRANQUILLA,758,20210427,leve
894,BOGOTA,1,20211122,Fallecido
895,STA MARTA D.E.,234,20210509,Leve
896,CESAR,22,20200709,Leve
897,CAQUETA,9,20210104,Leve
898,CARTAGENA,1,20210728,Fallecido
899,SANTANDER,1,20211126,
900,CAUCA,1,20210809,Fallecido
901,HUILA,19,20200515,Leve
902,VALLE,33,20210204,Fallecido
903,TOLIMA,1,20210824,Fallecido
904,BOGOTA,"3,066",20201218,Leve
905,ANTIOQUIA,6,20210501,
906,BOGOTA,15,20210611,
907,META,2,20201205,Fallecido
908,BOGOTA,15,20201025,Fallecido
909,ATLANTICO,177,20200610,Leve
910,CAQUETA,125,20201003,Leve
911,VALLE,21,20200808,Fallecido
912,CESAR,263,20201018,Leve
913,HUILA,14,20210908,Leve
914,BOYACA,15,20210925,Leve
915,CUNDINAMARCA,5,20210319,Fallecido
916,GUAJIRA,1,20210125,
917,CORDOBA,777,20200810,Leve
918,CUNDINAMARCA,5,20210207,Fallecido
919,TOLIMA,1,20200325,Leve
920,VALLE,1,20220217,Grave
921,ANTIOQUIA,5,20220119,Moderado
922,TOLIMA,6,20210112,
923,CESAR,21,20210216,Leve
924,CAQUETA,1,20220206,Fallecido
925,ANTIOQUIA,7,20210105,
926,META,393,20201026,Leve
927,CAQUETA,1,20210909,Fallecido
928,NORTE SANTANDER,224,20201004,Leve
929,CESAR,1,20220208,Grave
930,CESAR,4,20201215,Fallecido
931,SUCRE,3,20200708,
932,NORTE SANTANDER,2,20210102,
933,GUAVIARE,1,20201013,Fallecido
934,SANTANDER,2,20200625,
935,VALLE,804,20210519,Leve
936,ATLANTICO,90,20201014,Leve
937,CAQUETA,1,20210619,Fallecido
938,META,234,20210111,Leve
939,TOLIMA,4,20210420,Fallecido
940,BOYACA,70,20220216,Leve
941,CARTAGENA,6,20210620,Fallecido
942,VICHADA,7,20220207,Leve
943,BOYACA,4,20201022,Fallecido
944,RISARALDA,1,20200317,Leve
945,GUAVIARE,7,20220114,Leve
946,CORDOBA,1,20201228,Fallecido
947,GUAINIA,1,20210909,Leve
948,CUNDINAMARCA,29,20210429,Fallecido
949,NARIÑO,10,20210506,Fallecido
950,CUNDINAMARCA,441,20200906,Leve
951,CASANARE,46,20220215,Leve
952,CALDAS,348,20210711,Leve
953,PUTUMAYO,1,20210130,Fallecido
954,AMAZONAS,3,20210525,Leve
955,CARTAGENA,2,20200612,
956,MAGDALENA,7,20211217,Leve
957,CALDAS,78,20211231,Leve
958,ANTIOQUIA,9,20200905,
959,SUCRE,51,20210122,Leve
960,CUNDINAMARCA,19,20220224,Moderado
961,NORTE SANTANDER,5,20210711,
962,CUNDINAMARCA,7,20201027,Fallecido
963,CAQUETA,1,20210121,
964,ATLANTICO,13,20210317,Fallecido
965,CARTAGENA,2,20200819,
966,QUINDIO,1,20210906,Fallecido
967,BOYACA,94,20200821,Leve
968,VALLE,164,20211111,Leve
969,ARAUCA,3,20210906,Leve
970,ANTIOQUIA,"2,475",20210503,Leve
971,TOLIMA,114,20200804,Leve
972,BOYACA,9,20210605,
973,RISARALDA,3,20201115,Fallecido
974,CORDOBA,75,20210823,Leve
975,META,1,20201107,Fallecido
976,BARRANQUILLA,6,20201223,Fallecido
977,CUNDINAMARCA,1,20220114,
978,ANTIOQUIA,18,20210731,Fallecido
979,AMAZONAS,5,20211226,Leve
980,CORDOBA,3,20210505,
981,BARRANQUILLA,418,20210128,Leve
982,GUAJIRA,1,20210207,
983,PUTUMAYO,4,20211019,Leve
984,PUTUMAYO,1,20200512,Leve
985,HUILA,1,20200707,Fallecido
986,BARRANQUILLA,3,20201222,
987,TOLIMA,1,20211226,Fallecido
988,NORTE SANTANDER,407,20200808,Leve
989,CAQUETA,33,20210114,Leve
990,BARRANQUILLA,87,20220215,Leve
991,MAGDALENA,28,20210812,Leve
992,BOGOTA,4,20210712,
993,MAGDALENA,1,20210222,Fallecido
994,CARTAGENA,29,20201015,Leve
995,SUCRE,1,20210906,Fallecido
996,RISARALDA,3,20220128,
997,VALLE,6,20211223,
998,VALLE,10,20200918,Fallecido
999,STA MARTA D.E.,2,20210428,
1000,ANTIOQUIA,25,20201124,Fallecido
1001,ANTIOQUIA,10,20200827,
1002,AMAZONAS,29,20210415,Leve
1003,VALLE,"1,022",20201230,Leve
1004,SAN ANDRES,3,20210513,Fallecido
1005,PUTUMAYO,11,20211112,Leve
1006,NARIÑO,1,20201113,Fallecido
1007,CESAR,195,20200918,Leve
1008,META,2,20210303,Fallecido
1009,CAQUETA,2,20200725,Fallecido
1010,ATLANTICO,18,20200702,Fallecido
1011,TOLIMA,436,20220123,Leve
1012,AMAZONAS,40,20200616,Leve
1013,META,1,20210325,
1014,STA MARTA D.E.,2,20200519,Leve
1015,BOGOTA,"2,464",20201213,Leve
1016,BARRANQUILLA,413,20200801,Leve
1017,STA MARTA D.E.,147,20210516,Leve
1018,CAQUETA,27,20210123,Leve
1019,CAQUETA,2,20201218,Fallecido
1020,PUTUMAYO,8,20211008,Leve
1021,VALLE,61,20210927,Leve
1022,META,8,20211118,Leve
1023,CAQUETA,1,20210926,Fallecido
1024,SAN ANDRES,23,20201021,Leve
1025,SUCRE,1,20220115,Moderado
1026,VALLE,440,20210324,Leve
1027,CALDAS,29,20210819,Leve
1028,TOLIMA,1,20210521,
1029,NARIÑO,81,20210807,leve
1030,CAUCA,84,20200725,Leve
1031,CESAR,3,20220124,Moderado
1032,NORTE SANTANDER,11,20210512,Fallecido
1033,CAUCA,1,20210817,Fallecido
1034,RISARALDA,1,20201031,Fallecido
1035,MAGDALENA,50,20210517,Leve
1036,VALLE,35,20220106,Moderado
1037,ANTIOQUIA,60,20200603,Leve
1038,CAUCA,39,20210224,Leve
1039,VICHADA,41,20210713,Leve
1040,TOLIMA,77,20200622,Leve
1041,META,7,20200909,Fallecido
1042,CALDAS,5,20201113,
1043,ANTIOQUIA,9,20210928,Fallecido
1044,VALLE,4,20201028,
1045,STA MARTA D.E.,15,20210321,Fallecido
1046,CALDAS,4,20220204,Fallecido
1047,BOGOTA,3,20200503,
1048,CHOCO,1,20220115,Moderado
1049,VALLE,978,20200805,Leve
1050,CAUCA,8,20210503,Leve
1051,CALDAS,328,20210514,Leve
1052,NORTE SANTANDER,2,20220106,Fallecido
1053,RISARALDA,1,20201021,
1054,HUILA,165,20210424,Leve
1055,VALLE,"1,578",20220117,Leve
1056,MAGDALENA,3,20210714,Fallecido
1057,META,72,20211002,Leve
1058,VALLE,78,20220220,Leve
1059,SAN ANDRES,10,20210615,Leve
1060,CHOCO,20,20200801,Leve
1061,GUAJIRA,6,20210407,Fallecido
1062,BOYACA,227,20210201,Leve
1063,HUILA,4,20201204,Fallecido
1064,CUNDINAMARCA,3,20201105,
1065,STA MARTA D.E.,1,20220118,Fallecido
1066,BOGOTA,62,20210412,Fallecido
1067,QUINDIO,5,20201018,Fallecido
1068,TOLIMA,6,20210510,Fallecido
1069,CASANARE,17,20220124,leve
1070,META,35,20200423,Leve
1071,CAUCA,15,20210915,Leve
1072,PUTUMAYO,62,20210120,Leve
1073,MAGDALENA,112,20210312,Leve
1074,CASANARE,5,20211016,Leve
1075,META,19,20210817,Leve
1076,TOLIMA,5,20220117,Moderado
1077,RISARALDA,19,20200827,Fallecido
1078,GUAINIA,1,20210127,leve
1079,SUCRE,2,20210615,Fallecido
1080,SUCRE,185,20200726,Leve
1081,ATLANTICO,3,20210620,
1082,BOYACA,3,20200911,Fallecido
1083,GUAJIRA,2,20210331,Fallecido
1084,META,208,20201126,Leve
1085,TOLIMA,11,20200616,Leve
1086,QUINDIO,6,20200912,Fallecido
1087,BOLIVAR,2,20210609,
1088,ATLANTICO,36,20210310,leve
1089,BOLIVAR,3,20210628,Fallecido
1090,PUTUMAYO,5,20220119,Moderado
1091,ATLANTICO,2,20200701,
1092,BOYACA,4,20210613,
1093,NARIÑO,4,20220212,Moderado
1094,NORTE SANTANDER,3,20211220,Fallecido
1095,CUNDINAMARCA,2,20210209,
1096,VALLE,5,20211024,Fallecido
1097,ANTIOQUIA,1,20200628,
1098,SANTANDER,505,20201003,Leve
1099,META,48,20210325,Leve
1100,VALLE,3,20210305,
1101,CARTAGENA,71,20210212,Leve
1102,QUINDIO,18,20211031,Leve
1103,MAGDALENA,4,20211223,leve
1104,RISARALDA,2,20210515,
1105,NORTE SANTANDER,13,20210520,Fallecido
1106,VALLE,12,20210325,Fallecido
1107,BOLIVAR,9,20210526,Fallecido
1108,CUNDINAMARCA,371,20210802,Leve
1109,BOGOTA,"3,769",20210723,Leve
1110,HUILA,3,20201219,Fallecido
1111,QUINDIO,114,20210421,Leve
1112,BARRANQUILLA,2,20211102,Fallecido
1113,QUINDIO,154,20210721,Leve
1114,CARTAGENA,7,20200411,Leve
1115,CARTAGENA,10,20200413,Leve
1116,QUINDIO,106,20210207,Leve
1117,CORDOBA,139,20210127,Leve
1118,VICHADA,4,20220212,Leve
1119,HUILA,2,20220222,Fallecido
1120,ANTIOQUIA,6,20220204,Moderado
1121,RISARALDA,1,20210303,Fallecido
1122,CAUCA,2,20211211,Fallecido
1123,ANTIOQUIA,"2,302",20210525,Leve
1124,SANTANDER,3,20211124,
1125,ANTIOQUIA,4,20210717,
1126,MAGDALENA,12,20211208,Leve
1127,CESAR,642,20210502,Leve
1128,CUNDINAMARCA,16,20200811,Fallecido
1129,VALLE,2,20210801,
1130,AMAZONAS,1,20200830,Fallecido
1131,ANTIOQUIA,"1,110",20210126,Leve
1132,GUAJIRA,5,20201008,Fallecido
1133,HUILA,7,20200704,Leve
1134,CARTAGENA,82,20200515,Leve
1135,CORDOBA,6,20211105,Leve
1136,BOGOTA,7,20201220,
1137,CHOCO,30,20220110,Leve
1138,VALLE,3,20211228,
1139,VAUPES,1,20210716,Leve
1140,BOGOTA,14,20210314,Fallecido
1141,QUINDIO,2,20210530,Fallecido
1142,GUAINIA,8,20210619,Leve
1143,ATLANTICO,7,20210422,
1144,STA MARTA D.E.,16,20210402,Fallecido
1145,ARAUCA,2,20200804,Leve
1146,CUNDINAMARCA,2,20210729,
1147,QUINDIO,4,20201108,Fallecido
1148,BOYACA,3,20210105,leve
1149,STA MARTA D.E.,1,20210219,
1150,CALDAS,161,20210801,Leve
1151,BOGOTA,8,20200621,
1152,CALDAS,2,20200905,
1153,CUNDINAMARCA,13,20210610,leve
1154,CHOCO,1,20220216,Leve
1155,NORTE SANTANDER,1,20201013,Fallecido
1156,CAUCA,6,20200723,Fallecido
1157,BOLIVAR,1,20200905,
1158,META,1,20200403,Fallecido
1159,BOYACA,4,20210211,Fallecido
1160,RISARALDA,286,20201108,Leve
1161,QUINDIO,7,20201121,
1162,CUNDINAMARCA,139,20210226,Leve
1163,BARRANQUILLA,369,20200619,Leve
1164,CARTAGENA,36,20211214,Leve
1165,CORDOBA,141,20210326,Leve
1166,CORDOBA,2,20210115,
1167,CUNDINAMARCA,8,20201028,Fallecido
1168,NORTE SANTANDER,92,20210903,Leve
1169,VICHADA,1,20210723,Leve
1170,ANTIOQUIA,13,20220213,Fallecido
1171,CORDOBA,7,20201004,Fallecido
1172,CUNDINAMARCA,10,20201213,Fallecido
1173,NORTE SANTANDER,59,20200726,Leve
1174,BOGOTA,"8,348",20220114,Leve
1175,CUNDINAMARCA,5,20200717,
1176,RISARALDA,378,20210616,Leve
1177,CORDOBA,1,20210404,
1178,RISARALDA,36,20200717,Leve
1179,CAQUETA,1,20220117,Moderado
1180,GUAJIRA,47,20210111,Leve
1181,QUINDIO,32,20211203,Leve
1182,GUAJIRA,1,20210405,
1183,VALLE,2,20200406,Fallecido
1184,AMAZONAS,1,20210530,Leve
1185,STA MARTA D.E.,1,20220109,Moderado
1186,RISARALDA,1,20220121,Grave
1187,CALDAS,4,20211019,Leve
1188,CARTAGENA,49,20220204,Leve
1189,CUNDINAMARCA,3,20201217,
1190,BARRANQUILLA,3,20201029,Fallecido
1191,SAN ANDRES,1,20210519,Fallecido
1192,CORDOBA,1,20220221,
1193,BOGOTA,2,20210905,Fallecido
1194,ARAUCA,17,20220113,Leve
1195,CALDAS,1,20220210,
1196,MAGDALENA,12,20210424,Fallecido
1197,CORDOBA,1,20201113,Fallecido
1198,SANTANDER,6,20210721,Fallecido
1199,HUILA,89,20210809,Leve
1200,CHOCO,1,20200429,Leve
1201,META,246,20200913,Leve
1202,CESAR,82,20210730,Leve
1203,STA MARTA D.E.,1,20201121,Fallecido
1204,SANTANDER,298,20210209,Leve
1205,HUILA,285,20210721,Leve
1206,SAN ANDRES,12,20200910,Leve
1207,SUCRE,1,20201003,
1208,TOLIMA,14,20200723,Leve
1209,BARRANQUILLA,4,20210328,
1210,TOLIMA,1,20200619,
1211,SANTANDER,20,20210127,Fallecido
1212,SANTANDER,1,20210320,
1213,PUTUMAYO,3,20220103,Fallecido
1214,CAUCA,5,20210615,Fallecido
1215,GUAJIRA,5,20210528,Fallecido
1216,NORTE SANTANDER,88,20210119,Leve
1217,CESAR,16,20210104,Leve
1218,VALLE,"1,360",20201208,Leve
1219,CAQUETA,1,20200516,Leve
1220,SUCRE,1,20210807,Fallecido
1221,STA MARTA D.E.,3,20200707,Fallecido
1222,CESAR,271,20210701,Leve
1223,ANTIOQUIA,8,20210530,
1224,NARIÑO,222,20210722,Leve
1225,BARRANQUILLA,6,20210429,
1226,GUAINIA,14,20200826,Leve
1227,HUILA,1,20200828,
1228,SANTANDER,39,20210923,Leve
1229,MAGDALENA,4,20200819,Fallecido
1230,BOGOTA,88,20210417,Fallecido
1231,CESAR,1,20210314,Fallecido
1232,SUCRE,147,20200824,Leve
1233,HUILA,5,20210915,Leve
1234,TOLIMA,2,20210306,Fallecido
1235,VALLE,26,20220108,Fallecido
1236,PUTUMAYO,1,20200623,Fallecido
1237,BOGOTA,"2,993",20210203,Leve
1238,META,2,20210612,
1239,BOLIVAR,8,20220223,Leve
1240,CAQUETA,4,20210304,Leve
1241,ARAUCA,2,20201010,Fallecido
1242,CORDOBA,6,20201105,Leve
1243,SUCRE,1,20210825,Fallecido
1244,SANTANDER,7,20211206,Fallecido
1245,BARRANQUILLA,2,20220129,Grave
1246,CORDOBA,4,20200806,Fallecido
1247,STA MARTA D.E.,1,20201219,
1248,NARIÑO,1,20200417,Fallecido
1249,CUNDINAMARCA,21,20210828,Leve
1250,BARRANQUILLA,1,20220220,Moderado
1251,TOLIMA,597,20201219,Leve
1252,META,2,20210429,
1253,VALLE,2,20210918,
1254,BARRANQUILLA,58,20210831,Leve
1255,BOLIVAR,8,20210220,Leve
1256,GUAJIRA,78,20200813,Leve
1257,CHOCO,1,20210616,
1258,NORTE SANTANDER,317,20200815,Leve
1259,PUTUMAYO,2,20211120,Fallecido
1260,CARTAGENA,2,20200804,
1261,ARAUCA,21,20210727,Leve
1262,NARIÑO,1,20201030,
1263,SANTANDER,35,20210509,Fallecido
1264,VALLE,8,20210515,
1265,TOLIMA,36,20200525,Leve
1266,AMAZONAS,7,20220131,Leve
1267,ANTIOQUIA,358,20211004,Leve
1268,BOYACA,10,20210929,Leve
1269,CAUCA,7,20210119,Fallecido
1270,RISARALDA,200,20201113,Leve
1271,VALLE,7,20200329,Leve
1272,CALDAS,4,20200722,
1273,SUCRE,77,20220203,Leve
1274,NORTE SANTANDER,254,20200816,Leve
1275,BOLIVAR,1,20211019,Leve
1276,CAUCA,1,20200621,
1277,CALDAS,3,20200828,
1278,BARRANQUILLA,7,20211104,Fallecido
1279,BOYACA,"1,165",20210627,Leve
1280,NORTE SANTANDER,10,20201121,Fallecido
1281,ATLANTICO,19,20211221,Leve
1282,CORDOBA,519,20210422,Leve
1283,VALLE,87,20211004,Leve
1284,GUAJIRA,1,20201114,Fallecido
1285,BOGOTA,4,20200402,Fallecido
1286,ANTIOQUIA,6,20201102,
1287,STA MARTA D.E.,3,20210706,Fallecido
1288,CAQUETA,2,20201105,Fallecido
1289,CESAR,2,20210525,
1290,VICHADA,2,20210828,Leve
1291,PUTUMAYO,67,20210614,Leve
1292,CHOCO,12,20210402,Leve
1293,SUCRE,126,20200709,Leve
1294,RISARALDA,2,20220106,Fallecido
1295,BARRANQUILLA,3,20200816,Fallecido
1296,VICHADA,2,20211223,Leve
1297,VALLE,322,20200630,Leve
1298,GUAVIARE,5,20210130,Leve
1299,ATLANTICO,72,20200531,Leve
1300,ATLANTICO,459,20200713,Leve
1301,SANTANDER,299,20200805,Leve
1302,VALLE,388,20210227,Leve
1303,NARIÑO,1,20200602,
1304,GUAJIRA,7,20210327,Fallecido
1305,CAQUETA,2,20200830,
1306,BOLIVAR,4,20210707,
1307,BARRANQUILLA,3,20210218,Fallecido
1308,ANTIOQUIA,1,20210930,
1309,STA MARTA D.E.,231,20210303,Leve
1310,BOYACA,2,20200609,Leve
1311,BOLIVAR,10,20210306,Leve
1312,BOLIVAR,1,20200819,Fallecido
1313,CAQUETA,1,20200709,Leve
1314,CUNDINAMARCA,2,20220122,Grave
1315,SANTANDER,36,20210519,Fallecido
1316,HUILA,1,20200902,
1317,META,1,20210722,Fallecido
1318,GUAJIRA,8,20200723,Leve
1319,MAGDALENA,2,20220129,Fallecido
1320,SANTANDER,2,20211029,Fallecido
1321,CHOCO,65,20200627,Leve
1322,CORDOBA,2,20210603,
1323,VICHADA,33,20210617,Leve
1324,META,409,20210526,Leve
1325,CHOCO,6,20210805,Leve
1326,CUNDINAMARCA,5,20200505,Leve
1327,ARAUCA,22,20211126,Leve
1328,CORDOBA,130,20200925,Leve
1329,ARAUCA,2,20210619,
1330,QUINDIO,4,20200807,Leve
1331,NORTE SANTANDER,12,20210730,Fallecido
1332,TOLIMA,3,20220212,Moderado
1333,ATLANTICO,1,20210301,
1334,QUINDIO,99,20210210,Leve
1335,CUNDINAMARCA,50,20210923,Leve
1336,CALDAS,1,20210406,
1337,CORDOBA,123,20210813,Leve
1338,CASANARE,1,20210102,Fallecido
1339,VAUPES,14,20210525,Leve
1340,VALLE,15,20200830,Fallecido
1341,HUILA,10,20200919,Fallecido
1342,CALDAS,189,20210129,Leve
1343,NARIÑO,3,20210426,Fallecido
1344,CESAR,1,20200606,
1345,SUCRE,37,20201031,Leve
1346,BARRANQUILLA,6,20210124,
1347,BOLIVAR,250,20210719,Leve
1348,BOGOTA,89,20210421,Fallecido
1349,RISARALDA,3,20200318,Leve
1350,QUINDIO,13,20211022,Leve
1351,MAGDALENA,3,20210525,Fallecido
1352,ANTIOQUIA,12,20210409,
1353,ANTIOQUIA,44,20201229,Fallecido
1354,HUILA,602,20210618,Leve
1355,CASANARE,53,20201105,Leve
1356,BARRANQUILLA,4,20210813,Fallecido
1357,CAQUETA,2,20210925,Leve
1358,SUCRE,4,20210219,Fallecido
1359,VALLE,28,20210725,Fallecido
1360,VALLE,330,20200903,Leve
1361,CUNDINAMARCA,4,20220204,
1362,PUTUMAYO,8,20210223,Leve
1363,PUTUMAYO,38,20200725,Leve
1364,VALLE,2,20201124,
1365,GUAJIRA,1,20201106,Fallecido
1366,CARTAGENA,96,20210321,Leve
1367,TOLIMA,2,20210318,Fallecido
1368,CHOCO,2,20210930,Leve
1369,CORDOBA,792,20210629,Leve
1370,NORTE SANTANDER,138,20200803,Leve
1371,CASANARE,23,20210402,Leve
1372,SAN ANDRES,4,20201215,Leve
1373,QUINDIO,128,20210124,Leve
1374,VALLE,50,20210716,Fallecido
1375,GUAJIRA,18,20210419,Fallecido
1376,AMAZONAS,1,20210119,leve
1377,NORTE SANTANDER,15,20200911,Fallecido
1378,QUINDIO,2,20201106,
1379,ANTIOQUIA,622,20210312,Leve
1380,VALLE,15,20210201,
1381,TOLIMA,88,20210823,Leve
1382,BOGOTA,80,20200808,Fallecido
1383,META,530,20220119,Leve
1384,ATLANTICO,1,20220123,Moderado
1385,CHOCO,149,20200722,Leve
1386,BOLIVAR,37,20201006,Leve
1387,VALLE,8,20210210,
1388,CUNDINAMARCA,516,20201227,Leve
1389,CAQUETA,73,20210629,Leve
1390,VALLE,"1,212",20210530,Leve
1391,NARIÑO,5,20201028,Fallecido
1392,AMAZONAS,6,20210331,Leve
1393,QUINDIO,1,20200703,Leve
1394,AMAZONAS,6,20220108,Leve
1395,NARIÑO,1,20210327,
1396,BOGOTA,21,20210807,Fallecido
1397,CORDOBA,54,20201115,Leve
1398,CESAR,1,20210801,
