covid_id,Departamento,Cantidad Casos,FECHAFK,Estado
30320,CAQUETA,1,20200823,
30321,CORDOBA,69,20200913,Leve
30322,CUNDINAMARCA,884,20210525,Leve
30323,MAGDALENA,1,20210802,Fallecido
30324,GUAVIARE,1,20210401,Leve
30325,CORDOBA,1,20211026,Leve
30326,CUNDINAMARCA,16,20201217,Fallecido
30327,CARTAGENA,56,20211127,Leve
30328,META,323,20220117,Leve
30329,VALLE,3,20210310,
30330,BOGOTA,1,20210503,leve
30331,CORDOBA,32,20211229,Leve
30332,RISARALDA,3,20201117,Fallecido
30333,NARIÑO,208,20200820,Leve
30334,MAGDALENA,17,20200713,Leve
30335,MAGDALENA,1,20211011,Leve
30336,CESAR,1,20210605,
30337,GUAJIRA,10,20210402,Fallecido
30338,TOLIMA,4,20201205,
30339,CAQUETA,36,20210723,Leve
30340,HUILA,10,20210129,Fallecido
30341,CAUCA,17,20210707,Fallecido
30342,RISARALDA,2,20200702,
30343,SUCRE,1,20210728,Fallecido
30344,PUTUMAYO,1,20200812,Fallecido
30345,BOGOTA,52,20210130,Fallecido
30346,BOGOTA,771,20210228,Leve
30347,BOYACA,46,20200730,Leve
30348,BOYACA,8,20200626,Leve
30349,CUNDINAMARCA,1,20200606,Fallecido
30350,BOGOTA,14,20210302,Fallecido
30351,CAUCA,1,20200912,Fallecido
30352,ATLANTICO,2,20210722,leve
30353,CHOCO,1,20220109,
30354,STA MARTA D.E.,3,20201205,Fallecido
30355,CORDOBA,8,20210626,
30356,SAN ANDRES,9,20200512,Leve
30357,RISARALDA,331,20210415,Leve
30358,CAQUETA,21,20210823,Leve
30359,GUAINIA,14,20200823,Leve
30360,MAGDALENA,5,20200731,Fallecido
30361,ATLANTICO,9,20210321,Fallecido
30362,ARAUCA,28,20220214,Leve
30363,STA MARTA D.E.,42,20200725,Leve
30364,GUAJIRA,345,20210507,Leve
30365,NORTE SANTANDER,2,20200620,
30366,RISARALDA,12,20210922,Leve
30367,BOYACA,188,20200823,Leve
30368,BOGOTA,"5,850",20200806,Leve
30369,GUAJIRA,4,20220128,Moderado
30370,ANTIOQUIA,1,20200419,
30371,BARRANQUILLA,198,20201129,Leve
30372,CHOCO,214,20210501,Leve
30373,QUINDIO,5,20210728,Fallecido
30374,SUCRE,4,20200624,Fallecido
30375,STA MARTA D.E.,3,20200703,Fallecido
30376,ARAUCA,63,20211009,Leve
30377,PUTUMAYO,2,20210516,Fallecido
30378,SANTANDER,3,20220223,Fallecido
30379,BOLIVAR,1,20220123,
30380,CHOCO,4,20200706,Fallecido
30381,QUINDIO,1,20211005,leve
30382,CALDAS,3,20220212,Fallecido
30383,CUNDINAMARCA,32,20211124,Leve
30384,CUNDINAMARCA,5,20210328,
30385,NARIÑO,2,20201013,Fallecido
30386,SANTANDER,2,20210709,
30387,HUILA,1,20210522,
30388,GUAVIARE,1,20211115,Leve
30389,ARAUCA,8,20210209,Leve
30390,SUCRE,90,20200710,Leve
30391,AMAZONAS,1,20211214,Fallecido
30392,ANTIOQUIA,"3,393",20210423,Leve
30393,CAUCA,13,20210921,Leve
30394,QUINDIO,4,20210121,
30395,CUNDINAMARCA,3,20220225,Moderado
30396,BOGOTA,9,20220208,
30397,BOGOTA,"4,009",20201217,Leve
30398,ANTIOQUIA,"3,218",20220111,leve
30399,AMAZONAS,1,20211111,Leve
30400,CUNDINAMARCA,43,20210829,Leve
30401,SANTANDER,3,20210811,Fallecido
30402,CAQUETA,7,20210507,Leve
30403,CESAR,16,20201001,Fallecido
30404,NORTE SANTANDER,138,20211107,Leve
30405,SANTANDER,654,20201216,Leve
30406,CAUCA,1,20210824,
30407,CAUCA,1,20210607,
30408,NARIÑO,123,20201028,Leve
30409,MAGDALENA,87,20210701,Leve
30410,STA MARTA D.E.,88,20210715,Leve
30411,SUCRE,4,20201020,Fallecido
30412,VALLE,708,20201016,Leve
30413,BOGOTA,140,20211025,Leve
30414,PUTUMAYO,13,20211218,Leve
30415,NORTE SANTANDER,48,20200813,Fallecido
30416,SANTANDER,3,20220107,Fallecido
30417,SANTANDER,2,20210902,Fallecido
30418,QUINDIO,2,20210227,Fallecido
30419,BARRANQUILLA,162,20210720,Leve
30420,BOGOTA,"6,675",20220125,Leve
30421,PUTUMAYO,24,20201128,Leve
30422,ANTIOQUIA,64,20210517,Fallecido
30423,PUTUMAYO,1,20201129,
30424,CORDOBA,4,20200906,Fallecido
30425,HUILA,4,20200812,Fallecido
30426,HUILA,2,20210823,Fallecido
30427,ARAUCA,3,20210623,Fallecido
30428,VALLE,26,20200727,Fallecido
30429,CASANARE,1,20200628,Leve
30430,SANTANDER,42,20210920,Leve
30431,VALLE,27,20220115,Moderado
30432,CUNDINAMARCA,1,20211224,leve
30433,CHOCO,52,20210427,Leve
30434,BOGOTA,3,20211205,Fallecido
30435,BOYACA,32,20211224,Leve
30436,BARRANQUILLA,26,20210723,leve
30437,NORTE SANTANDER,1,20200807,
30438,SANTANDER,26,20200807,Fallecido
30439,TOLIMA,22,20201008,Fallecido
30440,META,1,20210101,Fallecido
30441,BOGOTA,101,20200812,Fallecido
30442,NORTE SANTANDER,1,20211105,
30443,GUAVIARE,1,20210724,Leve
30444,META,96,20210401,Leve
30445,META,4,20220216,Fallecido
30446,CARTAGENA,113,20200521,Leve
30447,PUTUMAYO,21,20211226,Leve
30448,ANTIOQUIA,506,20210828,Leve
30449,STA MARTA D.E.,7,20200930,Leve
30450,BOGOTA,8,20201210,
30451,HUILA,143,20210430,Leve
30452,SANTANDER,1,20200606,Fallecido
30453,VICHADA,1,20200930,Leve
30454,VALLE,23,20201106,Fallecido
30455,ATLANTICO,401,20200622,Leve
30456,CESAR,15,20210911,Leve
30457,META,27,20210228,Leve
30458,BOGOTA,2,20210314,
30459,CASANARE,1,20210218,Fallecido
30460,PUTUMAYO,69,20220113,Leve
30461,SAN ANDRES,32,20201202,Leve
30462,SANTANDER,3,20211128,Fallecido
30463,CORDOBA,126,20220205,Leve
30464,ARAUCA,2,20210809,Leve
30465,VALLE,7,20210309,Fallecido
30466,CESAR,4,20200929,Fallecido
30467,CASANARE,43,20210516,Leve
30468,ATLANTICO,2,20210102,Fallecido
30469,CHOCO,35,20200823,Leve
30470,CARTAGENA,44,20210320,Leve
30471,NORTE SANTANDER,2,20211008,Fallecido
30472,RISARALDA,1,20201106,
30473,CAQUETA,5,20211220,Leve
30474,NORTE SANTANDER,4,20200828,
30475,BARRANQUILLA,45,20210328,Fallecido
30476,CUNDINAMARCA,142,20211113,Leve
30477,NORTE SANTANDER,2,20210310,leve
30478,CAQUETA,3,20210714,Fallecido
30479,BOGOTA,1,20210909,
30480,BOYACA,2,20210616,
30481,VALLE,5,20220120,Grave
30482,BOGOTA,9,20220122,Grave
30483,CARTAGENA,1,20210201,
30484,HUILA,20,20210911,Leve
30485,VALLE,5,20200323,Leve
30486,CAUCA,6,20201231,Fallecido
30487,BARRANQUILLA,5,20210608,Fallecido
30488,RISARALDA,184,20210726,Leve
30489,CORDOBA,129,20210121,Leve
30490,BOGOTA,53,20210202,Fallecido
30491,QUINDIO,1,20200820,
30492,META,2,20201103,Fallecido
30493,BOGOTA,"2,275",20201124,Leve
30494,STA MARTA D.E.,1,20210629,
30495,CUNDINAMARCA,2,20210306,Fallecido
30496,CUNDINAMARCA,6,20210730,Fallecido
30497,BARRANQUILLA,91,20200601,Leve
30498,META,96,20210211,Leve
30499,CAQUETA,11,20200711,Leve
30500,META,76,20211230,Leve
30501,CHOCO,18,20200623,Leve
30502,CUNDINAMARCA,2,20200403,Leve
30503,SANTANDER,6,20220108,Moderado
30504,VALLE,"1,849",20210605,Leve
30505,BOGOTA,170,20210525,Fallecido
30506,VICHADA,7,20210604,Leve
30507,ANTIOQUIA,96,20210331,Fallecido
30508,BOGOTA,5,20211221,Fallecido
30509,HUILA,5,20210225,Fallecido
30510,CARTAGENA,2,20201202,Fallecido
30511,BOLIVAR,1,20201102,Fallecido
30512,ARAUCA,3,20200729,Fallecido
30513,BOLIVAR,1,20200519,Fallecido
30514,SANTANDER,5,20200829,
30515,CARTAGENA,1,20200915,Fallecido
30516,NORTE SANTANDER,9,20220203,Fallecido
30517,BOYACA,4,20201117,Fallecido
30518,CUNDINAMARCA,315,20210804,Leve
30519,SANTANDER,1,20200615,Fallecido
30520,CAUCA,1,20201217,
30521,VAUPES,2,20210909,Leve
30522,CAUCA,18,20211107,Leve
30523,SUCRE,15,20210917,Leve
30524,NORTE SANTANDER,3,20200622,Leve
30525,NARIÑO,137,20201108,Leve
30526,GUAJIRA,5,20210915,Leve
30527,ANTIOQUIA,45,20220125,Fallecido
30528,BOYACA,19,20211205,Leve
30529,ATLANTICO,488,20210330,Leve
30530,CALDAS,1,20200505,Fallecido
30531,VALLE,3,20201217,
30532,CUNDINAMARCA,1,20210226,
30533,VALLE,9,20200903,Fallecido
30534,QUINDIO,51,20210304,Leve
30535,HUILA,8,20210521,Fallecido
30536,GUAVIARE,1,20211027,Leve
30537,ARAUCA,3,20200922,Leve
30538,HUILA,13,20211117,Leve
30539,CASANARE,72,20210419,Leve
30540,CAUCA,35,20210901,Leve
30541,BOGOTA,"2,225",20200909,Leve
30542,CALDAS,20,20210818,Leve
30543,CAUCA,30,20210919,Leve
30544,TOLIMA,1,20210208,
30545,CAUCA,1,20200530,Fallecido
30546,CALDAS,29,20200802,Leve
30547,ANTIOQUIA,427,20210302,Leve
30548,HUILA,312,20210127,Leve
30549,BOLIVAR,133,20200731,Leve
30550,BOYACA,306,20210203,Leve
30551,VALLE,22,20210503,Fallecido
30552,TOLIMA,3,20210124,
30553,TOLIMA,13,20200704,Leve
30554,ATLANTICO,332,20200620,Leve
30555,MAGDALENA,6,20210625,Fallecido
30556,TOLIMA,4,20210706,
30557,META,13,20211116,Leve
30558,BOGOTA,7,20201116,
30559,MAGDALENA,83,20210723,Leve
30560,CASANARE,42,20210131,Leve
30561,GUAVIARE,3,20200814,Leve
30562,GUAJIRA,222,20210429,Leve
30563,QUINDIO,1,20211112,Fallecido
30564,TOLIMA,2,20200915,
30565,RISARALDA,48,20210309,Leve
30566,HUILA,59,20220213,Leve
30567,ATLANTICO,13,20201019,Leve
30568,HUILA,7,20211114,Leve
30569,CAUCA,1,20210106,
30570,VALLE,4,20200927,
30571,CALDAS,1,20200702,
30572,BARRANQUILLA,852,20210507,Leve
30573,BARRANQUILLA,"1,730",20210408,Leve
30574,BARRANQUILLA,5,20220205,Fallecido
30575,PUTUMAYO,97,20200817,Leve
30576,CARTAGENA,2,20220112,Moderado
30577,VALLE,473,20210518,Leve
30578,BARRANQUILLA,47,20201002,Leve
30579,VICHADA,2,20211023,Leve
30580,ANTIOQUIA,11,20210205,Fallecido
30581,RISARALDA,2,20210803,
30582,PUTUMAYO,1,20201229,Fallecido
30583,CORDOBA,3,20210314,Fallecido
30584,TOLIMA,10,20210608,Fallecido
30585,HUILA,25,20211125,Leve
30586,ANTIOQUIA,7,20220106,Moderado
30587,META,2,20210207,Fallecido
30588,NARIÑO,2,20200724,
30589,CUNDINAMARCA,6,20210203,
30590,BOYACA,6,20210516,Fallecido
30591,MAGDALENA,1,20210221,Fallecido
30592,GUAVIARE,1,20210416,Leve
30593,ANTIOQUIA,7,20210823,Fallecido
30594,CAUCA,1,20200717,Fallecido
30595,META,130,20210204,Leve
30596,SUCRE,7,20210607,Fallecido
30597,META,7,20211013,Fallecido
30598,CUNDINAMARCA,"1,348",20210629,Leve
30599,STA MARTA D.E.,14,20200813,Fallecido
30600,CHOCO,4,20200915,Leve
30601,ANTIOQUIA,22,20210803,Fallecido
30602,CAQUETA,1,20211023,Leve
30603,HUILA,5,20200824,Fallecido
30604,ANTIOQUIA,4,20210302,
30605,CALDAS,3,20200428,Leve
30606,NARIÑO,2,20200608,Fallecido
30607,ANTIOQUIA,10,20210615,
30608,CALDAS,1,20200604,
30609,PUTUMAYO,14,20201212,Leve
30610,ANTIOQUIA,"4,114",20220115,Leve
30611,MAGDALENA,1,20220219,Fallecido
30612,CARTAGENA,7,20200429,Leve
30613,CASANARE,1,20210714,Fallecido
30614,CUNDINAMARCA,20,20211205,Leve
30615,GUAJIRA,3,20211127,Fallecido
30616,SAN ANDRES,4,20210903,Leve
30617,SANTANDER,585,20200828,Leve
30618,PUTUMAYO,2,20210506,leve
30619,BARRANQUILLA,5,20211001,Fallecido
30620,TOLIMA,2,20210412,Fallecido
30621,BARRANQUILLA,421,20210605,Leve
30622,HUILA,11,20201007,Fallecido
30623,CALDAS,246,20201205,Leve
30624,PUTUMAYO,2,20211018,Leve
30625,CORDOBA,10,20210509,Fallecido
30626,VALLE,5,20200517,Fallecido
30627,CUNDINAMARCA,4,20200805,Fallecido
30628,SANTANDER,53,20210621,Fallecido
30629,ANTIOQUIA,74,20200609,Leve
30630,CAQUETA,65,20210603,Leve
30631,CESAR,297,20210121,Leve
30632,PUTUMAYO,4,20210914,Leve
30633,GUAVIARE,14,20201031,Leve
30634,ANTIOQUIA,3,20200311,Leve
30635,CARTAGENA,1,20210319,
30636,QUINDIO,257,20201107,Leve
30637,TOLIMA,3,20210107,
30638,SANTANDER,7,20210207,Fallecido
30639,CESAR,6,20220126,Moderado
30640,BOLIVAR,50,20220129,Leve
30641,ATLANTICO,1,20210829,Fallecido
30642,NARIÑO,232,20201219,Leve
30643,NARIÑO,1,20220219,Moderado
30644,ANTIOQUIA,"1,441",20220124,Leve
30645,HUILA,83,20210304,Leve
30646,SANTANDER,932,20220108,Leve
30647,META,1,20210606,
30648,BOLIVAR,1,20200815,
30649,CAUCA,4,20210620,Fallecido
30650,BARRANQUILLA,98,20210913,Leve
30651,CESAR,24,20211125,Leve
30652,BARRANQUILLA,9,20200715,
30653,QUINDIO,96,20210318,Leve
30654,SAN ANDRES,1,20220218,Leve
30655,BOGOTA,2,20211209,Fallecido
30656,MAGDALENA,2,20200909,
30657,HUILA,1,20210529,
30658,ANTIOQUIA,396,20210930,Leve
30659,CASANARE,9,20210901,Leve
30660,ANTIOQUIA,1,20220102,
30661,NARIÑO,29,20211113,Leve
30662,HUILA,1,20200818,
30663,SANTANDER,1,20200617,Fallecido
30664,BOYACA,95,20210227,Leve
30665,BOLIVAR,1,20210627,
30666,CASANARE,277,20210618,Leve
30667,MAGDALENA,16,20220105,Leve
30668,QUINDIO,256,20210705,Leve
30669,HUILA,13,20210609,Fallecido
30670,META,5,20211011,Fallecido
30671,CARTAGENA,304,20210119,Leve
30672,GUAVIARE,3,20220223,Leve
30673,NARIÑO,3,20201104,Fallecido
30674,GUAJIRA,9,20200516,Leve
30675,ANTIOQUIA,"1,169",20200913,Leve
30676,CARTAGENA,1,20200728,
30677,CUNDINAMARCA,4,20200608,Fallecido
30678,META,658,20210718,Leve
30679,MAGDALENA,4,20210302,Fallecido
30680,BARRANQUILLA,13,20210514,Fallecido
30681,GUAJIRA,117,20200717,Leve
30682,CARTAGENA,8,20210413,Fallecido
30683,MAGDALENA,16,20201113,Leve
30684,NARIÑO,1,20201114,Fallecido
30685,CUNDINAMARCA,36,20200819,Fallecido
30686,SUCRE,11,20210611,Fallecido
30687,HUILA,1,20201023,
30688,QUINDIO,33,20211227,Leve
30689,CAUCA,2,20210212,
30690,MAGDALENA,2,20220209,Fallecido
30691,CUNDINAMARCA,14,20210616,
30692,CAUCA,28,20210907,Leve
30693,CESAR,239,20201012,Leve
30694,SANTANDER,2,20210330,
30695,QUINDIO,3,20210202,Fallecido
30696,PUTUMAYO,1,20210125,Fallecido
30697,CARTAGENA,1,20210218,
30698,GUAVIARE,1,20210608,Fallecido
30699,STA MARTA D.E.,1,20210106,
30700,GUAINIA,1,20220205,Leve
30701,STA MARTA D.E.,8,20210410,Fallecido
30702,CHOCO,5,20200618,Fallecido
30703,NARIÑO,18,20200409,Leve
30704,ANTIOQUIA,29,20200605,Leve
30705,ANTIOQUIA,10,20210920,Fallecido
30706,AMAZONAS,52,20200514,Leve
30707,NORTE SANTANDER,45,20210723,Fallecido
30708,ATLANTICO,76,20201123,Leve
30709,CESAR,24,20200603,Leve
30710,META,4,20210326,Fallecido
30711,VALLE,374,20210225,Leve
30712,MAGDALENA,33,20210110,Leve
30713,CORDOBA,1,20220122,Grave
30714,CHOCO,1,20220121,Fallecido
30715,BOLIVAR,27,20201213,Leve
30716,VAUPES,3,20200930,Leve
30717,BARRANQUILLA,3,20210921,Fallecido
30718,ANTIOQUIA,2,20200408,
30719,BOGOTA,35,20200910,Fallecido
30720,RISARALDA,1,20200529,Fallecido
30721,BOLIVAR,77,20200829,Leve
30722,CORDOBA,18,20210518,Fallecido
30723,GUAJIRA,23,20220124,Leve
30724,QUINDIO,5,20210913,Leve
30725,VALLE,9,20210204,
30726,NORTE SANTANDER,17,20200903,Fallecido
30727,ANTIOQUIA,4,20220212,Fallecido
30728,BOYACA,331,20201104,Leve
30729,SANTANDER,34,20210909,Leve
30730,QUINDIO,25,20200731,Leve
30731,SAN ANDRES,3,20210511,Fallecido
30732,BOGOTA,116,20210428,Fallecido
30733,VICHADA,20,20210626,Leve
30734,ANTIOQUIA,490,20210306,Leve
30735,ANTIOQUIA,55,20210627,Fallecido
30736,CASANARE,5,20211225,Leve
30737,CAUCA,8,20211015,Leve
30738,VALLE,5,20211212,Fallecido
30739,BOLIVAR,1,20210517,
30740,META,100,20200929,Leve
30741,SANTANDER,1,20200518,Leve
30742,HUILA,122,20220206,Leve
30743,BOLIVAR,10,20210818,Leve
30744,CAUCA,1,20201013,
30745,ATLANTICO,24,20210501,Fallecido
30746,CUNDINAMARCA,13,20210130,Fallecido
30747,ARAUCA,19,20220212,Leve
30748,BARRANQUILLA,4,20210603,Fallecido
30749,ARAUCA,1,20211117,Fallecido
30750,META,1,20220106,Fallecido
30751,AMAZONAS,4,20210309,Fallecido
30752,CAQUETA,12,20210413,Leve
30753,VALLE,885,20210505,Leve
30754,META,2,20211002,Fallecido
30755,STA MARTA D.E.,15,20210411,Fallecido
30756,TOLIMA,4,20210823,Fallecido
30757,BOLIVAR,2,20210108,Fallecido
30758,TOLIMA,1,20211229,Fallecido
30759,BARRANQUILLA,4,20200721,Fallecido
30760,CALDAS,17,20211203,Leve
30761,VALLE,"1,013",20210205,Leve
30762,BOGOTA,7,20201031,
30763,PUTUMAYO,1,20210711,
30764,VICHADA,1,20210606,Fallecido
30765,CUNDINAMARCA,6,20210722,leve
30766,CORDOBA,215,20210218,Leve
30767,CESAR,36,20210807,leve
30768,CARTAGENA,2,20210327,Fallecido
30769,CALDAS,12,20210430,Fallecido
30770,CESAR,5,20201006,Fallecido
30771,STA MARTA D.E.,5,20210516,Fallecido
30772,CAQUETA,1,20220123,Moderado
30773,ATLANTICO,144,20210214,Leve
30774,BOYACA,2,20210108,leve
30775,BOGOTA,1,20211129,Fallecido
30776,BOLIVAR,2,20201111,Fallecido
30777,BARRANQUILLA,1,20220110,
30778,BOGOTA,44,20210102,Fallecido
30779,CORDOBA,134,20210607,Leve
30780,VALLE,12,20210610,
30781,ANTIOQUIA,10,20200513,Leve
30782,CORDOBA,1,20210123,Fallecido
30783,GUAVIARE,65,20210605,Leve
30784,MAGDALENA,3,20210127,Fallecido
30785,TOLIMA,91,20210421,Leve
30786,CESAR,10,20210405,Fallecido
30787,CALDAS,347,20210702,Leve
30788,TOLIMA,1,20210223,Fallecido
30789,CORDOBA,85,20210810,Leve
30790,BOGOTA,5,20211226,Fallecido
30791,CALDAS,6,20201026,Fallecido
30792,ARAUCA,4,20200624,Leve
30793,ATLANTICO,1,20220123,Grave
30794,SANTANDER,10,20200920,Fallecido
30795,BARRANQUILLA,123,20200812,Leve
30796,BOGOTA,23,20200729,
30797,CORDOBA,4,20200813,
30798,CUNDINAMARCA,1,20220124,
30799,VALLE,3,20210912,Fallecido
30800,BOYACA,8,20220116,Fallecido
30801,ANTIOQUIA,3,20211129,
30802,SUCRE,1,20200903,
30803,TOLIMA,32,20210225,Leve
30804,SANTANDER,2,20210208,Fallecido
30805,VALLE,3,20200407,Fallecido
30806,CAUCA,56,20200710,Leve
30807,CAUCA,28,20200701,Leve
30808,BOGOTA,38,20210403,Fallecido
30809,ARAUCA,42,20220213,Leve
30810,SUCRE,3,20220211,Moderado
30811,CORDOBA,1,20200723,
30812,CASANARE,152,20210527,Leve
30813,CESAR,1,20200908,leve
30814,GUAJIRA,71,20200927,Leve
30815,CUNDINAMARCA,15,20220129,Fallecido
30816,CAQUETA,4,20201011,Fallecido
30817,BOGOTA,92,20210522,Fallecido
30818,BARRANQUILLA,4,20210319,
30819,SANTANDER,26,20210924,Leve
30820,NORTE SANTANDER,5,20210705,
30821,AMAZONAS,57,20200524,Leve
30822,CASANARE,1,20210516,
30823,ATLANTICO,25,20200510,Leve
30824,NARIÑO,2,20210817,Fallecido
30825,BOGOTA,"1,988",20200930,Leve
30826,ANTIOQUIA,54,20200610,Leve
30827,ANTIOQUIA,2,20210225,
30828,CORDOBA,8,20211206,Leve
30829,BOYACA,5,20220208,Fallecido
30830,CUNDINAMARCA,6,20210802,Fallecido
30831,CESAR,114,20201129,Leve
30832,BOGOTA,29,20200924,Fallecido
30833,CAQUETA,2,20201027,Fallecido
30834,ATLANTICO,330,20220131,Leve
30835,META,4,20200925,
30836,GUAJIRA,26,20210428,Fallecido
30837,QUINDIO,124,20210514,Leve
30838,CORDOBA,55,20201125,Leve
30839,TOLIMA,11,20201115,Fallecido
30840,VALLE,380,20210223,Leve
30841,SUCRE,2,20210109,Fallecido
30842,ARAUCA,1,20220224,Moderado
30843,ARAUCA,12,20211014,Leve
30844,CARTAGENA,7,20210127,Fallecido
30845,NORTE SANTANDER,352,20210706,Leve
30846,CARTAGENA,48,20200925,Leve
30847,VICHADA,1,20220204,Leve
30848,GUAJIRA,16,20210307,Leve
30849,GUAVIARE,3,20211111,Leve
30850,RISARALDA,491,20210621,Leve
30851,NORTE SANTANDER,121,20210802,Leve
30852,CUNDINAMARCA,143,20200723,Leve
30853,ANTIOQUIA,32,20210606,Fallecido
30854,RISARALDA,286,20210106,Leve
30855,BOLIVAR,65,20220203,Leve
30856,CHOCO,5,20200917,Leve
30857,MAGDALENA,6,20210920,Leve
30858,SUCRE,71,20211111,Leve
30859,BOYACA,57,20200801,Leve
30860,VICHADA,6,20201010,Leve
30861,SUCRE,1,20201019,Fallecido
30862,CARTAGENA,10,20210428,Fallecido
30863,BOYACA,1,20210805,Fallecido
30864,GUAVIARE,12,20201024,Leve
30865,RISARALDA,22,20200703,Leve
30866,BOYACA,6,20210530,Fallecido
30867,CAUCA,1,20220123,Grave
30868,ARAUCA,1,20220214,
30869,BOGOTA,8,20200404,Fallecido
30870,HUILA,28,20210823,Leve
30871,VALLE,175,20200613,Leve
30872,ANTIOQUIA,11,20210630,
30873,BOLIVAR,6,20210911,Leve
30874,NARIÑO,1,20211024,Fallecido
30875,BARRANQUILLA,16,20200602,Fallecido
30876,CESAR,1,20220108,Fallecido
30877,BOGOTA,20,20201008,Fallecido
30878,QUINDIO,10,20220118,Fallecido
30879,TOLIMA,1,20210524,
30880,ATLANTICO,1,20210208,
30881,ANTIOQUIA,16,20200517,Leve
30882,BOYACA,5,20210411,Fallecido
30883,CASANARE,2,20220119,Fallecido
30884,SANTANDER,3,20210817,Fallecido
30885,BOGOTA,17,20210317,Fallecido
30886,META,4,20201203,Fallecido
30887,BOLIVAR,9,20210902,Leve
30888,CUNDINAMARCA,10,20220126,Moderado
30889,PUTUMAYO,8,20200818,Fallecido
30890,VALLE,948,20201107,Leve
30891,TOLIMA,12,20201222,Fallecido
30892,HUILA,1,20210410,
30893,NORTE SANTANDER,510,20200826,Leve
30894,SAN ANDRES,9,20201211,Leve
30895,NARIÑO,59,20220103,Leve
30896,GUAJIRA,14,20210727,Leve
30897,CASANARE,2,20200925,Fallecido
30898,ARAUCA,42,20201020,Leve
30899,HUILA,2,20220130,Moderado
30900,TOLIMA,314,20210720,Leve
30901,NORTE SANTANDER,4,20211030,Fallecido
30902,CAUCA,1,20210107,
30903,GUAJIRA,1,20201221,Fallecido
30904,ARAUCA,1,20210430,Fallecido
30905,GUAJIRA,5,20220113,Moderado
30906,TOLIMA,10,20210202,Fallecido
30907,NORTE SANTANDER,232,20210112,Leve
30908,BOGOTA,"1,718",20220216,Leve
30909,NORTE SANTANDER,3,20220207,Grave
30910,SUCRE,24,20210216,Leve
30911,BOGOTA,42,20201203,Fallecido
30912,SAN ANDRES,2,20211007,Leve
30913,GUAJIRA,318,20210417,Leve
30914,MAGDALENA,11,20210413,Fallecido
30915,CORDOBA,2,20220123,Moderado
30916,QUINDIO,76,20210307,Leve
30917,PUTUMAYO,2,20210531,Fallecido
30918,NORTE SANTANDER,1,20200617,Leve
30919,ATLANTICO,101,20210929,Leve
30920,BOYACA,16,20210117,Fallecido
30921,SAN ANDRES,64,20210602,Leve
30922,STA MARTA D.E.,18,20210423,Fallecido
30923,BOGOTA,"8,350",20220116,Leve
30924,CHOCO,3,20201008,Leve
30925,CUNDINAMARCA,1,20210909,Fallecido
30926,CASANARE,5,20210620,Fallecido
30927,CHOCO,13,20210828,Leve
30928,STA MARTA D.E.,70,20201215,Leve
30929,AMAZONAS,3,20210831,Leve
30930,VALLE,7,20210104,
30931,BOGOTA,124,20210122,Fallecido
30932,CASANARE,2,20210430,Fallecido
30933,NARIÑO,5,20210427,Fallecido
30934,ATLANTICO,48,20200827,Leve
30935,CALDAS,492,20210530,Leve
30936,NORTE SANTANDER,2,20210816,Fallecido
30937,NARIÑO,1,20200810,
30938,CHOCO,1,20210728,
30939,BARRANQUILLA,48,20200913,Leve
30940,CASANARE,2,20210210,Fallecido
30941,CAUCA,3,20210429,Fallecido
30942,HUILA,8,20210128,
30943,SANTANDER,4,20201113,Fallecido
30944,NORTE SANTANDER,2,20210530,
30945,TOLIMA,17,20210310,Leve
30946,CAUCA,1,20210425,
30947,VALLE,6,20210426,
30948,META,3,20201021,Fallecido
30949,ARAUCA,11,20210608,Leve
30950,VICHADA,37,20200913,Leve
30951,CARTAGENA,1,20201204,
30952,MAGDALENA,56,20210329,Leve
30953,RISARALDA,1,20201218,
30954,BOLIVAR,17,20211022,Leve
30955,NORTE SANTANDER,1,20200923,
30956,VALLE,152,20220215,Leve
30957,CARTAGENA,2,20210806,Fallecido
30958,GUAJIRA,1,20210313,
30959,ANTIOQUIA,"1,830",20201024,Leve
30960,ANTIOQUIA,3,20201003,
30961,BOYACA,15,20210521,Fallecido
30962,BARRANQUILLA,291,20200723,Leve
30963,ANTIOQUIA,3,20201220,
30964,NORTE SANTANDER,1,20201113,
30965,BOGOTA,14,20210613,
30966,BARRANQUILLA,2,20200512,Fallecido
30967,AMAZONAS,6,20210201,Fallecido
30968,VAUPES,16,20210506,Leve
30969,BARRANQUILLA,1,20200528,
30970,NARIÑO,4,20200522,Fallecido
30971,BOGOTA,153,20210706,Fallecido
30972,TOLIMA,141,20201118,Leve
30973,BOGOTA,149,20210928,Leve
30974,VALLE,17,20200425,Leve
30975,CORDOBA,1,20220113,Moderado
30976,BARRANQUILLA,5,20210617,Fallecido
30977,BARRANQUILLA,119,20200915,Leve
30978,NORTE SANTANDER,2,20211122,
30979,CORDOBA,2,20210225,Fallecido
30980,NORTE SANTANDER,3,20200324,Leve
30981,GUAVIARE,35,20210529,Leve
30982,CUNDINAMARCA,4,20200608,
30983,STA MARTA D.E.,8,20210513,Fallecido
30984,ATLANTICO,361,20210513,Leve
30985,MAGDALENA,36,20200613,Leve
30986,QUINDIO,13,20210616,Fallecido
30987,SANTANDER,13,20201017,Fallecido
30988,GUAJIRA,2,20200820,Fallecido
30989,HUILA,6,20200620,Leve
30990,RISARALDA,1,20210315,Fallecido
30991,VAUPES,2,20210410,Leve
30992,CHOCO,151,20210626,Leve
30993,AMAZONAS,46,20200504,Leve
